as_of,machineID,component,risk_rise_from_days,risk_rise_to_days,risk_rise_mid_days,decision_horizon_days,p_at_decision_horizon,model_version,calibrated
2015-10-05,7,comp4,11.021575360423428,32.97192538553783,29.92981346384457,24,0.03906079015993239,fp_v1,False
2015-10-05,8,comp1,18.624882556604238,36.84607033561481,29.72034885404648,8,0.0032209526086780073,fp_v1,False
2015-10-05,8,comp2,10.837619342367232,28.89044864939906,21.868426512090853,42,0.2454079115374775,fp_v1,False
2015-10-05,8,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-05,8,comp4,10.855820659727637,22.183277541721075,14.84909968731217,24,0.3046673473038147,fp_v1,False
2015-10-05,9,comp1,18.740532970553733,35.74213973071897,27.347974339615636,8,0.00346946726045063,fp_v1,False
2015-10-05,9,comp2,10.07107083024773,38.62795048900111,13.486153640957149,42,0.46971444785402666,fp_v1,False
2015-10-05,9,comp3,2.9921392706248637,15.239193516856652,14.097983792141632,16,0.04400422722457172,fp_v1,False
2015-10-05,9,comp4,7.592287442077661,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,10,comp1,18.94514127271912,37.41143100612892,26.608660905893245,8,0.003055097005419557,fp_v1,False
2015-10-05,10,comp2,21.151691121738505,29.6907872712288,25.681284988566325,42,0.21345233995796623,fp_v1,False
2015-10-05,10,comp3,3.2215665152911983,15.241028591138864,14.102571477847158,16,0.04400422722457172,fp_v1,False
2015-10-05,10,comp4,7.602723252105598,12.33791270327422,9.844781758185551,24,0.04095692392821741,fp_v1,False
2015-10-05,11,comp1,18.022995629565163,32.09658745030399,26.68795190019433,8,0.0046843014014675746,fp_v1,False
2015-10-05,11,comp2,14.185326861360325,37.89995968628491,28.42770491485548,42,0.3845318995207038,fp_v1,False
2015-10-05,11,comp3,3.4049097113919546,15.246133829111729,14.115334572779323,16,0.04400794510504744,fp_v1,False
2015-10-05,11,comp4,7.622734268205926,12.33956742668419,9.848918566710475,24,0.040249763904422815,fp_v1,False
2015-10-05,12,comp1,17.925218637738414,35.327287343886205,27.064148537888546,8,0.0030390063674777547,fp_v1,False
2015-10-05,12,comp2,21.03789598098021,29.224130278667975,25.583916286886897,42,0.20820849572728717,fp_v1,False
2015-10-05,12,comp3,3.37935679848787,15.245630473848902,14.114076184622256,16,0.04428066907072494,fp_v1,False
2015-10-05,12,comp4,7.691240765731559,12.399901186890242,9.999752967225604,24,0.04568300823595458,fp_v1,False
2015-10-05,13,comp1,3.621075804053751,18.742120122030396,14.173760270561443,8,0.10119945725536394,fp_v1,False
2015-10-05,13,comp2,3.200047003290678,36.723902799287906,17.05173448372083,42,0.6533340737058161,fp_v1,False
2015-10-05,13,comp3,6.730300118855646,32.192203904375674,15.989494261662113,16,0.04400794510504744,fp_v1,False
2015-10-05,13,comp4,28.616523273383642,33.40413081834591,31.010327045864777,24,0.03906079015993239,fp_v1,False
2015-10-05,14,comp1,9.724353433867067,23.62800134342256,12.525915060354446,8,0.0040535633183211555,fp_v1,False
2015-10-05,14,comp2,15.7552079611189,29.10008917019657,23.404879553605607,42,0.20820849572728717,fp_v1,False
2015-10-05,14,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,14,comp4,7.592644719727319,12.321522536275967,9.803806340689919,24,0.03981551352761152,fp_v1,False
2015-10-05,15,comp1,19.33040959604819,26.87459009922383,25.186475248059576,8,0.005292558064038798,fp_v1,False
2015-10-05,15,comp2,22.333998128969263,35.719535178420244,26.770089507523018,42,0.26793475227754937,fp_v1,False
2015-10-05,15,comp3,3.4069186594162995,15.246482666961601,14.116206667404002,16,0.04400422722457172,fp_v1,False
2015-10-05,15,comp4,11.231376446370968,26.874090254577048,24.589378341634205,24,0.19644030929309642,fp_v1,False
2015-10-05,16,comp1,19.834770041030254,26.93035017096968,25.325875427424208,8,0.005166530232117609,fp_v1,False
2015-10-05,16,comp2,9.145750672984445,38.46179924350291,12.801125923474066,42,0.79440329274037,fp_v1,False
2015-10-05,16,comp3,9.14732351641574,31.40550814094263,12.102307660466165,16,0.6480486583860007,fp_v1,False
2015-10-05,16,comp4,7.339874444359303,12.046583499675362,9.116458749188407,24,0.039252754056221105,fp_v1,False
2015-10-05,17,comp1,19.746399691224862,23.236479008955545,22.09119752238886,8,0.04684297211008062,fp_v1,False
2015-10-05,17,comp2,11.87255206961366,35.631133990808415,15.622602189258362,42,0.40409747294650156,fp_v1,False
2015-10-05,17,comp3,17.109637486032216,33.506376480966395,29.26568160430712,16,0.12845876689763178,fp_v1,False
2015-10-05,17,comp4,16.11064493261306,23.222994854611837,22.05748713652959,24,0.5981595618413917,fp_v1,False
2015-10-05,18,comp1,16.910368673195656,37.24667941713212,25.112942445426444,8,0.025553756812977422,fp_v1,False
2015-10-05,18,comp2,7.4484061961689,22.966236678036747,21.41559169509187,42,0.2648553023391109,fp_v1,False
2015-10-05,18,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-05,18,comp4,21.103761490593328,23.3770276832177,22.240394586905513,24,0.21969472438855356,fp_v1,False
2015-10-05,19,comp1,3.736913399109262,13.925321855732301,9.74627434792808,8,0.1029513830817926,fp_v1,False
2015-10-05,19,comp2,16.871088908984273,30.86025726090258,23.196995750312364,42,0.22672148788992325,fp_v1,False
2015-10-05,19,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,19,comp4,16.413062160715686,36.757168717243985,19.481760108928437,24,0.1793672930596629,fp_v1,False
2015-10-05,20,comp1,19.137469133678863,37.07943735967798,26.784788078397803,8,0.003055097005419557,fp_v1,False
2015-10-05,20,comp2,21.03789598098021,29.096006076214383,25.56461927552155,42,0.20820849572728717,fp_v1,False
2015-10-05,20,comp3,9.621000230411026,29.796417233821025,12.536809601931065,16,0.5194412581222292,fp_v1,False
2015-10-05,20,comp4,12.713060856843242,31.490088131659064,26.077946553705797,24,0.16171295147551823,fp_v1,False
2015-10-05,21,comp1,9.673168195630975,25.68208228348755,21.75498735196318,8,0.03760924021316853,fp_v1,False
2015-10-05,21,comp2,1.4166532468183453,5.666612987273381,3.541633117045863,42,0.8531816492952085,fp_v1,False
2015-10-05,21,comp3,17.344045674059217,28.15244192219334,21.403096437618387,16,0.06729117328447927,fp_v1,False
2015-10-05,21,comp4,8.065707995928149,37.94639041552275,12.417753429565952,24,0.03906079015993239,fp_v1,False
2015-10-05,22,comp1,14.390555800069581,15.597638950017396,14.99409737504349,8,0.003317981905287989,fp_v1,False
2015-10-05,22,comp2,21.03789598098021,29.224130278667975,25.583916286886897,42,0.20820849572728717,fp_v1,False
2015-10-05,22,comp3,16.342320387488073,30.289355269012532,25.94565876491954,16,0.10309016970696636,fp_v1,False
2015-10-05,22,comp4,16.276640377616737,31.81862950492546,24.98432610191182,24,0.34677147766955907,fp_v1,False
2015-10-05,23,comp1,18.62079548906169,36.84607033561481,29.72034885404648,8,0.0030490974389987754,fp_v1,False
2015-10-05,23,comp2,12.449401693425676,23.65088610512838,21.32282019453863,42,0.30665957550728096,fp_v1,False
2015-10-05,23,comp3,3.327594755627099,15.246133829111729,14.115334572779323,16,0.04400794510504744,fp_v1,False
2015-10-05,23,comp4,13.792985652097416,24.04242681620461,16.879019991343203,24,0.6017331375848868,fp_v1,False
2015-10-05,24,comp1,18.666323314635026,36.84607033561481,29.72034885404648,8,0.0030390063674777547,fp_v1,False
2015-10-05,24,comp2,12.944058092662813,38.03056229068799,27.405081194955134,42,0.3441807225726325,fp_v1,False
2015-10-05,24,comp3,10.605698729240956,36.36383943134689,24.65014355841817,16,0.3222415389744023,fp_v1,False
2015-10-05,24,comp4,12.64681382771208,27.84975412283877,24.85484199146079,24,0.32070993105445667,fp_v1,False
2015-10-05,25,comp1,18.659277537229478,36.84607033561481,29.72034885404648,8,0.0033295397445476816,fp_v1,False
2015-10-05,25,comp2,8.301922383757619,36.74222523413325,11.504723023513055,42,0.49059729311232,fp_v1,False
2015-10-05,25,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,25,comp4,13.501793662771693,31.50687611899623,25.96944721981001,24,0.25956662358958404,fp_v1,False
2015-10-05,26,comp1,13.605521505307397,26.793749280249603,16.476967521271927,8,0.003377669060183825,fp_v1,False
2015-10-05,26,comp2,14.335602277920252,25.86619603790809,17.874987093885956,42,0.2567699190206265,fp_v1,False
2015-10-05,26,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,26,comp4,7.568684396155133,12.322868497831287,9.807171244578218,24,0.040249763904422815,fp_v1,False
2015-10-05,27,comp1,17.539775407003987,22.815996647356894,21.039991618392232,8,0.01044922909969238,fp_v1,False
2015-10-05,27,comp2,15.912278314767573,20.57254077701062,18.255378102580956,42,0.27581917038839593,fp_v1,False
2015-10-05,27,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,27,comp4,7.483792276486201,12.236608059335119,9.591520148337798,24,0.040249763904422815,fp_v1,False
2015-10-05,28,comp1,7.709565433636563,23.461822179511465,12.957761593385431,8,0.06259043505627758,fp_v1,False
2015-10-05,28,comp2,9.483504611016377,19.49785215914684,12.018484505070786,42,0.4488624119692389,fp_v1,False
2015-10-05,28,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,28,comp4,7.58604925010518,12.318741598460015,9.796853996150038,24,0.03899099125950649,fp_v1,False
2015-10-05,29,comp1,10.386559826965327,27.197972977010444,14.84510211470984,8,0.00526207243625464,fp_v1,False
2015-10-05,29,comp2,15.94270411839346,28.621500120411337,25.209368343402925,42,0.20820849572728717,fp_v1,False
2015-10-05,29,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-05,29,comp4,7.58772537197457,12.323816285809045,9.80954071452261,24,0.040249763904422815,fp_v1,False
2015-10-05,30,comp1,14.773230330338167,33.73996215618423,28.116007296891688,8,0.024618881654289444,fp_v1,False
2015-10-05,30,comp2,10.947739156027271,29.757878649895627,15.694674977665253,42,0.23331492377184454,fp_v1,False
2015-10-05,30,comp3,2.9891607884847624,15.188017365884843,7.810900180082082,16,0.04400422722457172,fp_v1,False
2015-10-05,30,comp4,8.768820115972598,32.05549806958772,13.604481807265195,24,0.03932108667875842,fp_v1,False
2015-10-05,31,comp1,6.820704382448386,37.294629337984446,21.26967615933849,8,0.05713110253616741,fp_v1,False
2015-10-05,31,comp2,14.631119621986661,39.16246784823562,27.69115469236959,42,0.4409909255735906,fp_v1,False
2015-10-05,31,comp3,20.89908119818948,34.208814018538746,30.925242547570722,16,0.050463497726905525,fp_v1,False
2015-10-05,31,comp4,7.598321350048072,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,32,comp1,16.08416750427612,22.856300721185214,21.140751802963038,8,0.0546281827332057,fp_v1,False
2015-10-05,32,comp2,3.8571283511385492,37.22864857130878,7.549448702289998,42,0.4549689283668409,fp_v1,False
2015-10-05,32,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,32,comp4,9.436436914809255,32.805834654694394,28.868168014273316,24,0.03906079015993239,fp_v1,False
2015-10-05,33,comp1,9.45876494106339,14.366586962345341,11.912982525216588,8,0.006413001648978582,fp_v1,False
2015-10-05,33,comp2,21.014660824641346,28.5751943853438,23.636637873797728,42,0.20820849572728717,fp_v1,False
2015-10-05,33,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,33,comp4,13.193604769601677,40.01438059750466,37.03595149376166,24,0.1291221398100566,fp_v1,False
2015-10-05,34,comp1,18.63250362688786,36.84607033561481,29.72034885404648,8,0.0033575053637793337,fp_v1,False
2015-10-05,34,comp2,10.645251001864247,19.417187268526334,14.993359592695642,42,0.2177683459330684,fp_v1,False
2015-10-05,34,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,34,comp4,7.621222284687957,12.33790425690718,9.844760642267948,24,0.03998162908694265,fp_v1,False
2015-10-05,35,comp1,18.666323314635026,35.00499983904262,29.391719631259157,8,0.0030390063674777547,fp_v1,False
2015-10-05,35,comp2,12.246224835783298,35.17095802415622,15.415848150720523,42,0.2942693388935671,fp_v1,False
2015-10-05,35,comp3,11.191964161379108,38.25153527719047,18.907575626840877,16,0.19307293524139077,fp_v1,False
2015-10-05,35,comp4,7.723329974888925,13.271013127097412,10.390992424953485,24,0.03906079015993239,fp_v1,False
2015-10-05,36,comp1,14.996556212429814,31.068476965823532,20.026014112025496,8,0.0035045392248883186,fp_v1,False
2015-10-05,36,comp2,15.09009505910635,38.22143977162912,26.255838940433676,42,0.4491558779896009,fp_v1,False
2015-10-05,36,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,36,comp4,7.59683870949882,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,37,comp1,10.420574688738956,30.801597255564456,14.573227058044631,8,0.003442831752098704,fp_v1,False
2015-10-05,37,comp2,25.38826921738768,39.62654865159972,36.066371628999306,42,0.5076501622237436,fp_v1,False
2015-10-05,37,comp3,24.466247507651932,27.62229002008745,26.04426876386969,16,0.04400794510504744,fp_v1,False
2015-10-05,37,comp4,8.34325497528619,38.391672014415576,12.4621574655208,24,0.03906079015993239,fp_v1,False
2015-10-05,38,comp1,11.201402302703446,26.421719132603165,15.651860794410654,8,0.005777524503822341,fp_v1,False
2015-10-05,38,comp2,14.248641120585102,29.948806160158217,22.70467048626134,42,0.23519701739452972,fp_v1,False
2015-10-05,38,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,38,comp4,35.11707972699724,40.27926993174931,37.69817482937328,24,0.03932108667875842,fp_v1,False
2015-10-05,39,comp1,9.920923299201734,29.424065286930283,13.896319829485943,8,0.012017562266291141,fp_v1,False
2015-10-05,39,comp2,9.131487160487172,12.782871790121792,10.957179475304482,42,0.5902724458486053,fp_v1,False
2015-10-05,39,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,39,comp4,7.600030025052945,12.323226050515759,9.808065126289398,24,0.039252754056221105,fp_v1,False
2015-10-05,40,comp1,18.48623256855244,26.7455083366892,24.863770841722992,8,0.004609516042534898,fp_v1,False
2015-10-05,40,comp2,22.701342000101363,39.774710892294735,36.436777230736844,42,0.5413787656041399,fp_v1,False
2015-10-05,40,comp3,10.68945450027521,31.940769197590118,18.538987669099804,16,0.30552920814974177,fp_v1,False
2015-10-05,40,comp4,7.5937050117760005,12.318741598460015,9.796853996150038,24,0.03899099125950649,fp_v1,False
2015-10-05,41,comp1,18.369322143912186,26.927361287522565,24.87882448033604,8,0.0032629872223405043,fp_v1,False
2015-10-05,41,comp2,10.137181135796816,25.80916961048397,13.692318749379861,42,0.308686626135529,fp_v1,False
2015-10-05,41,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,41,comp4,7.597206153675403,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,42,comp1,18.64787865316601,36.84607033561481,29.72034885404648,8,0.0030527555524752456,fp_v1,False
2015-10-05,42,comp2,12.223390510157781,38.83221886659887,28.800268580884875,42,0.4589079106212831,fp_v1,False
2015-10-05,42,comp3,3.4049097113919546,15.246133829111729,14.115334572779323,16,0.04400794510504744,fp_v1,False
2015-10-05,42,comp4,7.598018570775949,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,43,comp1,14.091014508455192,34.89816539094396,19.31762032626176,8,0.005429195353030603,fp_v1,False
2015-10-05,43,comp2,13.033473990640012,37.79655546320442,21.630484959963646,42,0.6631115606348033,fp_v1,False
2015-10-05,43,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,43,comp4,7.574390296111932,12.306712993431884,9.76678248357971,24,0.03906079015993239,fp_v1,False
2015-10-05,44,comp1,18.473246342396955,30.732502796681764,25.384848789936935,8,0.006928941948201758,fp_v1,False
2015-10-05,44,comp2,21.446315217040837,35.26184642120033,25.49881377492481,42,0.26281387373211906,fp_v1,False
2015-10-05,44,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,44,comp4,7.5771475236388515,12.30150040710668,9.7537510177667,24,0.040249763904422815,fp_v1,False
2015-10-05,45,comp1,15.750287914801925,34.143056924997076,19.837970150173337,8,0.011921437124985727,fp_v1,False
2015-10-05,45,comp2,14.572776104290526,36.35234014518095,15.505908897040383,42,0.36550497058909975,fp_v1,False
2015-10-05,45,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,45,comp4,3.2103047014885835,25.763262384076654,10.45002969137825,24,0.14557845199642097,fp_v1,False
2015-10-05,46,comp1,18.688830847252323,33.12312551990803,27.502708239218936,8,0.0033702618948147204,fp_v1,False
2015-10-05,46,comp2,7.907763915586361,17.87310972642358,12.85308611873598,42,0.25395935090276905,fp_v1,False
2015-10-05,46,comp3,3.334596286068942,15.239193516856652,14.097983792141632,16,0.04400422722457172,fp_v1,False
2015-10-05,46,comp4,7.577892582085078,12.314125563815418,9.785313909538546,24,0.04095692392821741,fp_v1,False
2015-10-05,47,comp1,14.39994237456962,33.39855495436379,28.129367575785686,8,0.0332854902214847,fp_v1,False
2015-10-05,47,comp2,2.400068835524315,12.586343728474985,6.000172088810788,42,0.6178610017436876,fp_v1,False
2015-10-05,47,comp3,5.376717080913626,32.28085194573403,15.206757692177467,16,0.04400794510504744,fp_v1,False
2015-10-05,47,comp4,7.596988641173759,12.323226050515759,9.808065126289398,24,0.039252754056221105,fp_v1,False
2015-10-05,48,comp1,18.12003078613946,36.36349005286691,29.33897945269847,8,0.004486584337891,fp_v1,False
2015-10-05,48,comp2,16.872403214376718,35.702174529825946,20.89176898450145,42,0.3575975108696766,fp_v1,False
2015-10-05,48,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,48,comp4,7.500534130142756,12.262786453250335,9.656966133125838,24,0.040249763904422815,fp_v1,False
2015-10-05,49,comp1,7.904678835888889,21.3706022244502,11.73874292279789,8,0.1267702585523633,fp_v1,False
2015-10-05,49,comp2,7.411672801322699,38.147601202116924,22.18822501831929,42,0.4387399019843389,fp_v1,False
2015-10-05,49,comp3,22.195914290197848,39.792114328346,36.48028582086501,16,0.04400794510504744,fp_v1,False
2015-10-05,49,comp4,7.96985267357471,22.973040801335024,21.11243755907248,24,0.8777110837471255,fp_v1,False
2015-10-05,50,comp1,18.708002189738842,33.69056265769797,27.53343319204095,8,0.0032253429977435653,fp_v1,False
2015-10-05,50,comp2,8.055338186166106,37.76292338904699,26.368941477177408,42,0.35027086629984183,fp_v1,False
2015-10-05,50,comp3,3.4069186594162995,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,50,comp4,7.611120810272789,12.335094336190151,9.837735840475375,24,0.04051536615224111,fp_v1,False
2015-10-05,51,comp1,11.65785207568064,24.727619185505944,15.83616766400033,8,0.005119524838686426,fp_v1,False
2015-10-05,51,comp2,14.690364545360143,38.84620784819552,26.075644031512688,42,0.591014887553976,fp_v1,False
2015-10-05,51,comp3,3.4069186594162995,15.246482666961601,14.116206667404002,16,0.04400422722457172,fp_v1,False
2015-10-05,51,comp4,10.584037270637918,39.89387221748617,36.73468054371543,24,0.03906079015993239,fp_v1,False
2015-10-05,52,comp1,10.005508556209662,22.394462530788648,13.199474418543687,8,0.0033390227044843928,fp_v1,False
2015-10-05,52,comp2,14.039028626114739,28.353505781716184,23.70678433905259,42,0.2167401418441932,fp_v1,False
2015-10-05,52,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,52,comp4,10.498546824509432,22.39390592447864,14.988792731526402,24,0.3467135723479599,fp_v1,False
2015-10-05,53,comp1,8.615851365948929,15.627554107190296,14.238336712620248,8,0.04900554269165772,fp_v1,False
2015-10-05,53,comp2,13.155133861533912,37.585629036800576,18.121585857806615,42,0.5951628070667541,fp_v1,False
2015-10-05,53,comp3,3.39997233430637,15.246183024135913,14.115457560339781,16,0.04400422722457172,fp_v1,False
2015-10-05,53,comp4,7.573325215018694,12.306896374086394,9.767240935215986,24,0.040249763904422815,fp_v1,False
2015-10-05,54,comp1,7.810331823646123,38.62519449787893,29.799016739482905,8,0.0756623511303791,fp_v1,False
2015-10-05,54,comp2,21.02437094770713,29.312381147472887,23.126501933242867,42,0.2101161504725825,fp_v1,False
2015-10-05,54,comp3,14.818953644010184,25.97784868978614,22.36948229196787,16,0.04400794510504744,fp_v1,False
2015-10-05,54,comp4,7.598088078185377,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,55,comp1,9.554164454721608,28.909664414627056,14.347987949113808,8,0.023498684441781027,fp_v1,False
2015-10-05,55,comp2,11.198555016059322,38.499195841129534,19.368817365189237,42,0.7105951075793632,fp_v1,False
2015-10-05,55,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,55,comp4,10.088041720241467,38.78951507441947,19.03486265810994,24,0.10397259220323804,fp_v1,False
2015-10-05,56,comp1,21.2188630254689,23.304715756367223,22.26178939091806,8,0.010966843291164362,fp_v1,False
2015-10-05,56,comp2,21.011079974553766,29.096006076214383,22.992649203837598,42,0.20820849572728717,fp_v1,False
2015-10-05,56,comp3,35.78095362391575,40.44523840597894,38.113096014947345,16,0.04400794510504744,fp_v1,False
2015-10-05,56,comp4,7.184860246850449,11.106763060081725,7.819638970798101,24,0.03998162908694265,fp_v1,False
2015-10-05,57,comp1,19.295507875524482,33.42222742200197,28.778425508383933,8,0.0033501318426961903,fp_v1,False
2015-10-05,57,comp2,5.787938509616461,30.318877658453083,18.50173504982978,42,0.23453559459101095,fp_v1,False
2015-10-05,57,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-05,57,comp4,7.455204823145398,12.186598079360303,9.466495198400759,24,0.04095692392821741,fp_v1,False
2015-10-05,58,comp1,13.795500175941402,35.48538424886019,21.50481487752903,8,0.0033493346486777485,fp_v1,False
2015-10-05,58,comp2,10.559541212653217,38.96196174112022,32.275705061686025,42,0.39263658208436036,fp_v1,False
2015-10-05,58,comp3,3.4049097113919546,15.246133829111729,14.115334572779323,16,0.04400794510504744,fp_v1,False
2015-10-05,58,comp4,7.598321350048072,12.322061769215424,9.80515442303856,24,0.03899099125950649,fp_v1,False
2015-10-05,59,comp1,13.968760521230678,27.303892151835715,19.846580310651202,8,0.003723390382565487,fp_v1,False
2015-10-05,59,comp2,9.760237291925975,37.82414879599184,12.524173200229875,42,0.5522418068301536,fp_v1,False
2015-10-05,59,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,59,comp4,7.59233345374653,12.320797754750329,9.801994386875819,24,0.03932108667875842,fp_v1,False
2015-10-05,60,comp1,7.530812652749334,31.430782962796883,24.86070675738356,8,0.08400089985073189,fp_v1,False
2015-10-05,60,comp2,15.854312014355889,28.97722468594846,23.352843618057605,42,0.20820849572728717,fp_v1,False
2015-10-05,60,comp3,3.39997233430637,15.245443712607795,14.113609281519485,16,0.04400422722457172,fp_v1,False
2015-10-05,60,comp4,7.599797871939795,12.323226050515759,9.808065126289398,24,0.039252754056221105,fp_v1,False
2015-10-05,61,comp1,1.7303729575603015,6.921491830241206,4.325932393900754,8,0.2082211988430823,fp_v1,False
2015-10-05,61,comp2,14.368144825901748,28.473345150422567,21.428022182178463,42,0.2167401418441932,fp_v1,False
2015-10-05,61,comp3,3.4035088871069026,15.245814896565944,14.11453724141486,16,0.04396018613921383,fp_v1,False
2015-10-05,61,comp4,7.572316244864253,12.323375944752623,9.80843986188156,24,0.040249763904422815,fp_v1,False
2015-10-05,62,comp1,10.55850360479197,27.774531623846023,22.82305232180886,8,0.03533422021358165,fp_v1,False
2015-10-05,62,comp2,5.628052797174038,38.65840470173981,12.619022915354986,42,0.5281335787246996,fp_v1,False
