component,horizon_days,feature,gain
comp1,21,dsr_comp3_per_age,935.8815250396729
comp1,21,dsr_comp4_per_age,1275.6306924819946
comp1,24,volt_mean,1648.3717317581177
comp1,24,volt_std,0.0
comp1,24,rotate_mean,0.0
comp1,24,rotate_std,0.0
comp1,24,pressure_mean,0.0
comp1,24,pressure_std,0.0
comp1,24,vibration_mean,0.0
comp1,24,vibration_std,0.0
comp1,24,n_obs,0.0
comp1,24,was_missing,0.0
comp1,24,volt_m3,216.37139892578125
comp1,24,volt_s3,0.0
comp1,24,volt_m7,119.38930320739746
comp1,24,volt_s7,102.50529861450195
comp1,24,volt_m14,263.66280364990234
comp1,24,volt_s14,337.52140045166016
comp1,24,volt_m30,1136.0768070220947
comp1,24,volt_s30,2043.3720808029175
comp1,24,volt_trend,49.057209968566895
comp1,24,volt_z,0.0
comp1,24,volt_rng7,146.22489833831787
comp1,24,rotate_m3,0.0
comp1,24,rotate_s3,0.0
comp1,24,rotate_m7,19.7012996673584
comp1,24,rotate_s7,8.108539581298828
comp1,24,rotate_m14,412.7297124862671
comp1,24,rotate_s14,568.6515026092529
comp1,24,rotate_m30,1676.2533044815063
comp1,24,rotate_s30,1655.9858503341675
comp1,24,rotate_trend,61.037099838256836
comp1,24,rotate_z,145.76019859313965
comp1,24,rotate_rng7,50.61250114440918
comp1,24,pressure_m3,0.0
comp1,24,pressure_s3,0.0
comp1,24,pressure_m7,176.0151023864746
comp1,24,pressure_s7,97.06650066375732
comp1,24,pressure_m14,536.6579990386963
comp1,24,pressure_s14,686.8799018859863
comp1,24,pressure_m30,1048.7264976501465
comp1,24,pressure_s30,1508.7172317504883
comp1,24,pressure_trend,90.93399810791016
comp1,24,pressure_z,93.6192979812622
comp1,24,pressure_rng7,183.7853012084961
comp1,24,vibration_m3,0.0
comp1,24,vibration_s3,0.0
comp1,24,vibration_m7,0.0
comp1,24,vibration_s7,106.80010223388672
comp1,24,vibration_m14,519.6983013153076
comp1,24,vibration_s14,898.7345805168152
comp1,24,vibration_m30,1053.1482734680176
comp1,24,vibration_s30,1221.0314102172852
comp1,24,vibration_trend,71.32560062408447
comp1,24,vibration_z,120.14709854125977
comp1,24,vibration_rng7,102.5901985168457
comp1,24,err_any,250.58389854431152
comp1,24,error1_7d,60.786598205566406
comp1,24,error2_7d,0.0
comp1,24,error3_7d,0.0
comp1,24,error4_7d,0.0
comp1,24,error5_7d,0.0
comp1,24,err_any_7d,36.44659996032715
comp1,24,error1_30d,555.7638912200928
comp1,24,error2_30d,339.6153554916382
comp1,24,error3_30d,1161.207703590393
comp1,24,error4_30d,347.08790397644043
comp1,24,error5_30d,815.2772941589355
comp1,24,err_any_30d,768.5492992401123
comp1,24,dsr_comp1,21409.593947410583
comp1,24,dsf_comp1,3228.4585218429565
comp1,24,dsr_comp2,1454.040958404541
comp1,24,dsf_comp2,3164.3678941726685
comp1,24,dsr_comp3,2738.9371032714844
comp1,24,dsf_comp3,2271.8581957817078
comp1,24,dsr_comp4,3429.831362724304
comp1,24,dsf_comp4,2835.035306930542
comp1,24,dsr_comp1_per_age,5012.410224914551
comp1,24,dsr_comp2_per_age,2644.909375190735
comp1,24,dsr_comp3_per_age,1282.190601825714
comp1,24,dsr_comp4_per_age,1139.476427078247
comp1,28,volt_mean,1487.9994201660156
comp1,28,volt_std,0.0
comp1,28,rotate_mean,0.0
comp1,28,rotate_std,0.0
comp1,28,pressure_mean,0.0
comp1,28,pressure_std,0.0
comp1,28,vibration_mean,0.0
comp1,28,vibration_std,0.0
comp1,28,n_obs,0.0
comp1,28,was_missing,0.0
comp1,28,volt_m3,189.55390167236328
comp1,28,volt_s3,30.479900360107422
comp1,28,volt_m7,0.0
comp1,28,volt_s7,16.197200775146484
comp1,28,volt_m14,359.7925968170166
comp1,28,volt_s14,313.5842990875244
comp1,28,volt_m30,1079.630199432373
comp1,28,volt_s30,2105.2008905410767
comp1,28,volt_trend,0.0
comp1,28,volt_z,0.0
comp1,28,volt_rng7,56.50389862060547
comp1,28,rotate_m3,0.0
comp1,28,rotate_s3,0.0
comp1,28,rotate_m7,53.21910095214844
comp1,28,rotate_s7,112.9286994934082
comp1,28,rotate_m14,205.9341983795166
comp1,28,rotate_s14,218.8575954437256
comp1,28,rotate_m30,1734.2658977508545
comp1,28,rotate_s30,1882.185887336731
comp1,28,rotate_trend,0.0
comp1,28,rotate_z,42.811899185180664
comp1,28,rotate_rng7,0.0
comp1,28,pressure_m3,0.0
comp1,28,pressure_s3,0.0
comp1,28,pressure_m7,33.490400314331055
comp1,28,pressure_s7,0.0
comp1,28,pressure_m14,315.67599296569824
comp1,28,pressure_s14,471.7696990966797
comp1,28,pressure_m30,748.134801864624
comp1,28,pressure_s30,1184.3907012939453
comp1,28,pressure_trend,31.004499435424805
comp1,28,pressure_z,89.59389877319336
comp1,28,pressure_rng7,155.42119789123535
comp1,28,vibration_m3,0.0
comp1,28,vibration_s3,0.0
comp1,28,vibration_m7,15.429300308227539
comp1,28,vibration_s7,69.16790199279785
comp1,28,vibration_m14,308.81889724731445
comp1,28,vibration_s14,821.0373992919922
comp1,28,vibration_m30,1340.58620262146
comp1,28,vibration_s30,789.8437929153442
comp1,28,vibration_trend,145.2008991241455
comp1,28,vibration_z,46.48460006713867
comp1,28,vibration_rng7,0.0
comp1,28,err_any,231.57230377197266
comp1,28,error1_7d,18.2101993560791
comp1,28,error2_7d,0.0
comp1,28,error3_7d,0.0
comp1,28,error4_7d,0.0
comp1,28,error5_7d,0.0
comp1,28,err_any_7d,0.0
comp1,28,error1_30d,497.2366027832031
comp1,28,error2_30d,669.1119899749756
comp1,28,error3_30d,1175.5712995529175
comp1,28,error4_30d,279.49530029296875
comp1,28,error5_30d,462.06010246276855
comp1,28,err_any_30d,647.0889940261841
comp1,28,dsr_comp1,19310.582887649536
comp1,28,dsf_comp1,2680.323709487915
comp1,28,dsr_comp2,1327.5606079101562
comp1,28,dsf_comp2,2868.472282409668
comp1,28,dsr_comp3,2799.3858032226562
comp1,28,dsf_comp3,2080.964499473572
comp1,28,dsr_comp4,2425.390390396118
comp1,28,dsf_comp4,2653.2565879821777
comp1,28,dsr_comp1_per_age,3921.2477922439575
comp1,28,dsr_comp2_per_age,2901.399700164795
comp1,28,dsr_comp3_per_age,988.9828939437866
comp1,28,dsr_comp4_per_age,1789.0963010787964
comp1,35,volt_mean,1355.3137788772583
comp1,35,volt_std,0.0
comp1,35,rotate_mean,0.0
comp1,35,rotate_std,0.0
comp1,35,pressure_mean,0.0
comp1,35,pressure_std,0.0
comp1,35,vibration_mean,0.0
comp1,35,vibration_std,0.0
comp1,35,n_obs,0.0
comp1,35,was_missing,0.0
comp1,35,volt_m3,43.64120006561279
comp1,35,volt_s3,0.0
comp1,35,volt_m7,117.85002088546753
comp1,35,volt_s7,231.66790056228638
comp1,35,volt_m14,436.4365601539612
comp1,35,volt_s14,671.3452129364014
comp1,35,volt_m30,1707.6667432785034
comp1,35,volt_s30,3564.5873322486877
comp1,35,volt_trend,80.89290046691895
comp1,35,volt_z,49.37969970703125
comp1,35,volt_rng7,356.25993490219116
comp1,35,rotate_m3,19.186490058898926
comp1,35,rotate_s3,5.200170040130615
comp1,35,rotate_m7,116.99300813674927
comp1,35,rotate_s7,76.97293949127197
comp1,35,rotate_m14,810.4656767845154
comp1,35,rotate_s14,690.8040280342102
comp1,35,rotate_m30,2354.682804107666
comp1,35,rotate_s30,2825.15128326416
comp1,35,rotate_trend,106.79031038284302
comp1,35,rotate_z,116.10770988464355
comp1,35,rotate_rng7,182.1749701499939
comp1,35,pressure_m3,5.300960063934326
comp1,35,pressure_s3,0.0
comp1,35,pressure_m7,108.03109121322632
comp1,35,pressure_s7,127.61905002593994
comp1,35,pressure_m14,857.8649644851685
comp1,35,pressure_s14,904.7200002670288
comp1,35,pressure_m30,2505.4937477111816
comp1,35,pressure_s30,1982.944236278534
comp1,35,pressure_trend,119.81844758987427
comp1,35,pressure_z,98.34273910522461
comp1,35,pressure_rng7,240.8249716758728
comp1,35,vibration_m3,0.0
comp1,35,vibration_s3,18.907899856567383
comp1,35,vibration_m7,56.69067907333374
comp1,35,vibration_s7,209.85410118103027
comp1,35,vibration_m14,730.9838600158691
comp1,35,vibration_s14,954.5695490837097
comp1,35,vibration_m30,1998.1079940795898
comp1,35,vibration_s30,2114.2484250068665
comp1,35,vibration_trend,162.3789095878601
comp1,35,vibration_z,75.31002998352051
comp1,35,vibration_rng7,233.50142908096313
comp1,35,err_any,167.25235319137573
comp1,35,error1_7d,33.502800941467285
comp1,35,error2_7d,0.0
comp1,35,error3_7d,43.017900466918945
comp1,35,error4_7d,43.50464963912964
comp1,35,error5_7d,0.0
comp1,35,err_any_7d,111.35200309753418
comp1,35,error1_30d,1333.5500926971436
comp1,35,error2_30d,473.45458030700684
comp1,35,error3_30d,1337.6852316856384
comp1,35,error4_30d,626.3956971168518
comp1,35,error5_30d,563.1388568878174
comp1,35,err_any_30d,1032.8530464172363
comp1,35,dsr_comp1,18699.521376132965
comp1,35,dsf_comp1,5049.284920215607
comp1,35,dsr_comp2,3299.9383487701416
comp1,35,dsf_comp2,5144.67244386673
comp1,35,dsr_comp3,4839.866612911224
comp1,35,dsf_comp3,3397.3698501586914
comp1,35,dsr_comp4,4003.8034629821777
comp1,35,dsf_comp4,4245.400424480438
comp1,35,dsr_comp1_per_age,5751.731160163879
comp1,35,dsr_comp2_per_age,4283.7758202552795
comp1,35,dsr_comp3_per_age,2322.2954955101013
comp1,35,dsr_comp4_per_age,1993.3562092781067
comp1,42,volt_mean,690.4589920043945
comp1,42,volt_std,0.0
comp1,42,rotate_mean,0.0
comp1,42,rotate_std,0.0
comp1,42,pressure_mean,0.0
comp1,42,pressure_std,0.0
comp1,42,vibration_mean,0.0
comp1,42,vibration_std,0.0
comp1,42,n_obs,0.0
comp1,42,was_missing,0.0
comp1,42,volt_m3,35.05009841918945
comp1,42,volt_s3,0.0
comp1,42,volt_m7,0.0
comp1,42,volt_s7,0.0
comp1,42,volt_m14,0.0
comp1,42,volt_s14,249.7172966003418
comp1,42,volt_m30,648.6753997802734
comp1,42,volt_s30,848.3992004394531
comp1,42,volt_trend,0.0
comp1,42,volt_z,0.0
comp1,42,volt_rng7,0.0
comp1,42,rotate_m3,0.0
comp1,42,rotate_s3,0.0
comp1,42,rotate_m7,46.356998443603516
comp1,42,rotate_s7,0.0
comp1,42,rotate_m14,385.9419975280762
comp1,42,rotate_s14,217.05249977111816
comp1,42,rotate_m30,590.543586730957
comp1,42,rotate_s30,668.8491020202637
comp1,42,rotate_trend,51.23160171508789
comp1,42,rotate_z,0.0
comp1,42,rotate_rng7,0.0
comp1,42,pressure_m3,0.0
comp1,42,pressure_s3,0.0
comp1,42,pressure_m7,0.0
comp1,42,pressure_s7,0.0
comp1,42,pressure_m14,279.2781982421875
comp1,42,pressure_s14,192.19230270385742
comp1,42,pressure_m30,578.8101921081543
comp1,42,pressure_s30,783.490306854248
comp1,42,pressure_trend,0.0
comp1,42,pressure_z,0.0
comp1,42,pressure_rng7,147.52059936523438
comp1,42,vibration_m3,0.0
comp1,42,vibration_s3,0.0
comp1,42,vibration_m7,0.0
comp1,42,vibration_s7,47.81520080566406
comp1,42,vibration_m14,81.42419815063477
comp1,42,vibration_s14,162.8671989440918
comp1,42,vibration_m30,268.5262985229492
comp1,42,vibration_s30,641.4882011413574
comp1,42,vibration_trend,36.138301849365234
comp1,42,vibration_z,0.0
comp1,42,vibration_rng7,118.8062973022461
comp1,42,err_any,69.6332015991211
comp1,42,error1_7d,0.0
comp1,42,error2_7d,0.0
comp1,42,error3_7d,0.0
comp1,42,error4_7d,0.0
comp1,42,error5_7d,0.0
comp1,42,err_any_7d,0.0
comp1,42,error1_30d,435.14019775390625
comp1,42,error2_30d,297.99829483032227
comp1,42,error3_30d,394.0754089355469
comp1,42,error4_30d,0.0
