machineID,volt_mean,volt_std,rotate_mean,rotate_std,pressure_mean,pressure_std,vibration_mean,vibration_std,n_obs,was_missing,model,age,volt_m3,volt_s3,volt_m7,volt_s7,volt_m14,volt_s14,volt_m30,volt_s30,volt_trend,volt_z,volt_rng7,rotate_m3,rotate_s3,rotate_m7,rotate_s7,rotate_m14,rotate_s14,rotate_m30,rotate_s30,rotate_trend,rotate_z,rotate_rng7,pressure_m3,pressure_s3,pressure_m7,pressure_s7,pressure_m14,pressure_s14,pressure_m30,pressure_s30,pressure_trend,pressure_z,pressure_rng7,vibration_m3,vibration_s3,vibration_m7,vibration_s7,vibration_m14,vibration_s14,vibration_m30,vibration_s30,vibration_trend,vibration_z,vibration_rng7,err_any,error1_7d,error2_7d,error3_7d,error4_7d,error5_7d,err_any_7d,error1_30d,error2_30d,error3_30d,error4_30d,error5_30d,err_any_30d,dsr_comp1,dsf_comp1,dsr_comp2,dsf_comp2,dsr_comp3,dsf_comp3,dsr_comp4,dsf_comp4,nfail_comp1,dsr_comp1_per_age,nfail_comp2,dsr_comp2_per_age,nfail_comp3,dsr_comp3_per_age,nfail_comp4,dsr_comp4_per_age,model_num,as_of,split
1,169.1322457453604,13.936714816371332,466.19024274136723,51.721851229506136,98.47420289392494,9.283945338602031,40.8326417062418,6.014553985238702,24,0,model3,18,175.486470389548,11.680292112103174,175.03827115245306,8.90683743418588,173.39261051098742,6.410315843535654,171.99696010401618,4.8250874884773,3.0413110484368815,0.6303119736974311,60.885517487949706,461.497626528221,4.429839938643189,458.4886650970467,9.053974823878592,454.16908560450554,12.10580911986226,452.2823115298528,11.54778518633176,6.206353567193901,0.5374496433385554,182.77932764844655,99.55549297596228,1.1674050629377546,99.73190037238984,1.3275210266537971,99.71970743506957,1.251377017833125,99.95031882099013,1.5963459766176131,-0.21841844860028914,-0.13682391848361225,35.69521389250666,41.037275510868135,0.3047515756012771,40.36491736357958,0.899858750244603,40.27961379320705,0.7453721395096418,40.05423455153165,0.6795228916693188,0.31068281204792925,0.4572066057673199,19.390972582071246,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,22.0,37.0,315.0,,7.0,,67.0,97.0,1.0,1.1578947368421053,0.0,16.57894736842105,0.0,0.3684210526315789,1.0,3.526315789473684,3.0,2015-04-13,train
1,172.75438825921916,14.797255904639375,372.41727184436036,63.96426761612758,102.72268459417678,10.525410110271727,39.96045755377374,4.478398725084882,24,0,model3,18,171.38991967336509,1.299850330688997,170.6904110889493,2.211103122108984,172.8643411207012,6.630280105087996,171.86155573298987,4.843760627986858,-1.1711446440405666,-0.24178412027416643,55.46366068337086,405.539275408248,45.49533434576248,433.7383653699326,37.797808177261345,446.11351523348964,29.362342781104147,448.59546127357265,21.50236489264508,-14.857095903640072,-0.6909516830760454,223.5161914389696,100.99872488158569,1.4931881191150889,107.20984504734191,10.307640738977009,103.47087270986587,8.056423218802209,101.68537785084193,5.760753279879603,5.524467196499984,0.9589833081051744,43.07301468204556,39.235966244454715,0.6275556134910025,39.15925832503512,0.7493386607510693,39.762087844307345,1.0120494516502165,39.89166558060676,0.8196149671725987,-0.7324072555716441,-0.8935980811820985,20.0629651762146,2,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,29.0,44.0,322.0,,14.0,,74.0,104.0,1.0,1.5263157894736843,0.0,16.94736842105263,0.0,0.7368421052631579,1.0,3.8947368421052633,3.0,2015-04-20,train
1,169.2822897013127,16.2792475029891,467.50137660404386,52.13063110483365,99.37937340033129,8.876023644811074,38.189412479423616,4.159211821714994,24,0,model3,18,170.08849230765205,2.0636892938733515,169.97236566287378,1.9288035561741055,170.33138837591153,2.027884903579097,171.79080877355082,4.755403836287111,-1.8184431106770376,-0.3823950164665324,57.68672464734242,452.95866759525273,15.277801380686803,445.7638929799532,17.861218206581615,439.7511291749429,29.07858201100117,447.29743825582784,22.40852309869414,-1.5335452758746442,-0.06843580010537204,197.7767668234623,98.95352415224131,2.4014490042909302,99.18191134891208,1.9392037208262745,103.195878198127,8.253739619480958,101.507657938579,5.852663180587035,-2.3257465896669203,-0.39738254543653706,37.55992914649686,39.68421910536369,1.503862512093163,39.727740857793606,1.2764362638272981,39.44349959141436,1.047924364190668,39.845422790134165,0.9559574113171665,-0.11768193234055957,-0.12310361093890226,17.506853727450956,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,36.0,51.0,6.0,6.0,21.0,,81.0,111.0,1.0,1.894736842105263,1.0,0.3157894736842105,0.0,1.105263157894737,1.0,4.2631578947368425,3.0,2015-04-27,train
1,169.97017838708013,11.558931848760068,454.848682492024,48.27731243725515,100.52150103903102,11.783100430311787,40.13180731341196,5.200213618113948,24,0,model3,18,171.56579505057826,3.0025772229502343,171.2507637378949,2.9722146649442625,170.61156470038438,2.496861333919278,171.8126106487256,4.8892515837652315,-0.5618469108306954,-0.11491468301235011,56.35716339998244,456.0281583107703,6.391650303291925,450.38401572332026,11.118411639273589,448.0739543516367,14.492869676005816,447.05808186373935,22.272161674928007,3.325933859580914,0.14933142812058167,220.46884001585187,100.09759522044688,1.101736427468709,99.8171427126808,1.4583404177001478,99.49952703079644,1.6810235702345018,101.30661387144428,5.893678214212953,-1.4894711587634788,-0.2527234864041348,42.91287152018951,40.296452198878306,0.7999045828227561,39.98226990484875,0.9929311873137181,39.855005381321185,1.1065524734821652,39.81861721132752,1.028896356531302,0.1636526935212288,0.15905638447060197,19.189280765111587,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,43.0,58.0,13.0,13.0,28.0,,88.0,118.0,1.0,2.263157894736842,1.0,0.6842105263157895,0.0,1.4736842105263157,1.0,4.631578947368421,3.0,2015-05-04,train
1,163.9073264287094,15.334486835325798,445.53866459988507,43.62314431571059,98.28713120872301,9.32109331433191,50.38125610359082,4.63688571061722,24,0,model3,18,169.53364487143844,5.073185315520636,169.9936280613693,3.2047067483488596,170.62219589963212,3.040199860923968,170.3614412350461,2.4920197345354524,-0.367813173676808,-0.1475963536657224,60.64532636380515,453.0255483999649,11.70242062821263,450.19933087417394,14.889328287753344,450.29167329874707,12.624720637190105,446.1392614888005,22.287782632018406,4.060069385373424,0.18216568557946558,194.16950790604855,99.87372637480708,1.4297976577173757,99.68616858206289,2.1516374454491394,99.75165564737185,1.767175987132299,101.35109703847688,5.925574110024271,-1.664928456413989,-0.2809733106913853,36.06654039720876,46.73463458857765,5.47885889990599,43.325281132202186,4.5264638401700275,41.65377551852548,3.5944803590032564,40.569538656908925,2.7330802885176575,2.7557424752932604,1.0082914426551481,20.631760780335615,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,50.0,65.0,5.0,20.0,5.0,,95.0,125.0,1.0,2.6315789473684212,1.0,0.2631578947368421,0.0,0.2631578947368421,1.0,5.0,3.0,2015-05-11,train
1,169.13652787382028,14.90228857823256,441.8295787162096,56.22586258449168,102.23345058893462,10.352244564949693,40.567399485062914,6.099768464530268,24,0,model3,18,169.97877696312386,2.1143116347276383,170.98197070810707,1.6219534164395295,170.48779938473817,2.49343975454102,170.61038725061135,2.3988127069281844,0.3715834574957171,0.15490300744177027,57.232570370307144,450.62212949138967,11.738699016779877,448.8019337694373,7.253478447765455,449.50063232180565,11.27510802968977,444.1749506600896,21.52438578473283,4.626983109347691,0.2149646889187846,203.36547993831397,101.28275706015825,1.9294813353302331,100.60101103883986,1.5951875958944857,100.14358981045136,1.8805539588735758,99.92796404079907,1.7982318596206341,0.6730469980407889,0.374282448705102,38.93679819258978,41.03546436809785,0.829503785798995,40.56690632720146,1.0176153862594892,41.94609372970182,3.4616215220097524,40.80123015114146,2.672017068387324,-0.23432382394000228,-0.08769544888647651,19.759818108117173,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,57.0,72.0,12.0,27.0,12.0,,102.0,132.0,1.0,3.0,1.0,0.631578947368421,0.0,0.631578947368421,1.0,5.368421052631579,3.0,2015-05-18,train
1,165.34972865406908,16.305556947845268,439.55049225488256,42.52250171867437,99.25284581345022,11.361062830862014,40.538926437588586,4.210366373523254,24,0,model3,18,167.56718055107473,3.720233054617037,168.90343023870133,2.864782859216183,169.9427004734042,2.4829795839133353,170.19134794408504,2.67356238547631,-1.2879177053837054,-0.48172327328392694,60.46858011570814,448.3970633202509,11.704804095354355,447.31852054870586,9.494417339324832,448.0602271590716,8.153542236234825,449.9587871788488,10.691833351389523,-2.6402666301429463,-0.24694234341554444,187.09790076997325,117.45529143216216,15.771956342914436,107.58533316035593,13.033842861195685,104.09317209959791,9.628829881057467,101.81068409868386,6.909695170511537,5.774649061672065,0.8357312563635569,40.74264600417224,39.991137964641275,0.9744703410668466,40.2211467897384,0.6968993384032681,40.394026558469925,0.8569032965558384,40.884163653373164,2.612370496866206,-0.6630168636347662,-0.2537988430933807,19.061629134431346,1,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,64.0,79.0,4.0,34.0,19.0,,109.0,139.0,1.0,3.3684210526315788,1.0,0.21052631578947367,0.0,1.0,1.0,5.7368421052631575,3.0,2015-05-25,train
1,166.49933411419343,15.503332620494954,438.12174516123605,54.54058178677244,102.33969005964512,9.88255267632024,40.761544786599565,5.483372446521658,24,0,model3,18,168.0888313830529,1.8110188174986688,169.67432740360817,4.128427570774056,169.28887882115473,3.43718756635,170.06243267440152,3.0512765387519356,-0.38810527079334634,-0.12719435248492442,56.125296849755,451.744525525125,14.568731401128856,448.3763829155615,10.64883313111463,447.8474517321337,9.707912715372553,449.35497526398393,10.379582902365703,-0.9785923484224099,-0.09428049887427283,197.54161560955043,100.98126900932645,1.4579371615924435,101.17094363395039,2.1371583080094996,104.37813839715317,9.570372582051373,102.15833706920915,6.864919881926117,-0.9873934352587668,-0.14383172832455574,35.81521353971018,40.803233235678775,0.35389095161538553,40.926987262069154,0.3819695117495524,40.57406702590378,0.652401131794605,41.21933087223322,2.4615604923878034,-0.2923436101640675,-0.11876348044447334,21.101524218209388,0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,71.0,86.0,11.0,41.0,26.0,,116.0,146.0,1.0,3.736842105263158,1.0,0.5789473684210527,0.0,1.368421052631579,1.0,6.105263157894737,3.0,2015-06-01,train
1,191.9854423763204,13.03861180508327,444.61132157821976,33.71558449145633,100.9485147855786,9.34740868431323,40.4711968709891,5.051483601918238,24,0,model3,18,179.23545727294382,11.118342765236312,172.98239680594014,8.70987948923427,171.32836210477416,6.769485383474203,170.5153889645457,5.064820018180997,2.467007841394434,0.4870868748448778,63.25638510988814,446.8069386241504,12.788280590025392,426.79322572749004,34.14104996805321,437.5848043215257,26.753099029070157,443.0532031657397,19.440724419513668,-16.259977438249678,-0.8363873820227249,230.045989634121,114.21499460842676,12.981545680419977,108.13964786284842,10.31296144796935,104.65529574839938,8.016893950466335,104.06093755185647,8.485469121318863,4.078710310991951,0.4806699278505048,46.79921931730376,40.515963941088465,0.03907249557367766,39.87944514330659,0.6365158521502106,40.40321620268787,0.7414655209943367,41.03103626602805,2.5268527063423036,-1.151591122721463,-0.4557411138725659,19.013406934597356,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,78.0,93.0,18.0,48.0,3.0,,123.0,153.0,1.0,4.105263157894737,1.0,0.9473684210526315,0.0,0.15789473684210525,1.0,6.473684210526316,3.0,2015-06-08,train
1,173.14379465816603,15.088878781085397,445.15549878644885,50.9274010883396,97.13291014072492,11.75581017406643,41.61710467799983,3.9701126409119936,24,0,model3,18,169.8750235078951,3.5429636669351843,171.83252364473455,7.647559680516227,172.40746022533736,7.8969845642705785,170.84232283501532,5.981764485190485,0.9902008097192265,0.16553654805938856,59.003067216356854,442.9578986283016,9.695340660852057,448.2812848475799,10.529651063795809,437.53725528753495,26.710682771128347,443.3722608387727,20.07152593998693,4.909024008807194,0.24457650997280778,178.02231373449428,99.11743183137139,1.798884189681847,100.10814511760067,2.706512135235785,104.12389649022455,8.356765650597719,104.12714506847212,8.520778457384914,-4.0189999508714465,-0.471670458198305,40.70536687566986,40.51410293984793,0.9559392721484938,39.96404043633625,0.7842625028862229,39.921742789821415,0.6876027416064657,40.31673161411812,0.7804567367198333,-0.3526911777818711,-0.45190298101750925,19.061808115457072,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,85.0,100.0,25.0,55.0,10.0,,130.0,160.0,1.0,4.473684210526316,1.0,1.3157894736842106,0.0,0.5263157894736842,1.0,6.842105263157895,3.0,2015-06-15,train
1,166.01381663405218,15.906431120625383,437.8243170316851,47.27325261620762,101.38101727073793,9.796987812346654,39.624710718694395,4.713075659318793,24,0,model3,18,170.61968863928166,4.189165057985833,171.35181435806268,2.8059356326138394,171.59216900139862,5.539782334050794,171.057560032942,6.055221865743009,0.29425432512067573,0.048595127156326245,55.67434018905728,449.40726483101963,11.428832011773615,456.5375439457852,11.258453210462115,452.4094143966826,11.314858411511933,445.37129917009185,21.017743558195885,11.166244775693372,0.531277023791741,180.009565001206,101.45473596948624,0.7384798608620248,100.43473784850165,1.6814945801864378,100.27144148305116,2.171300773018449,103.17638192756687,7.5007935196225315,-2.7416440790652103,-0.365513822821423,40.81686818818588,40.9776812072538,1.261330564898141,42.55838020483204,3.689565965857984,41.261210320584155,2.894622123066555,40.813644654654894,2.0457713717490535,1.7447355501771469,0.8528493073183248,20.265392586305413,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,2.0,107.0,32.0,62.0,17.0,,2.0,2.0,1.0,0.10526315789473684,1.0,1.6842105263157894,0.0,0.8947368421052632,2.0,0.10526315789473684,3.0,2015-06-22,train
