machineID,volt_3sigma_lower,volt_3sigma_upper,volt_iqr_lower,volt_iqr_upper,rotate_3sigma_lower,rotate_3sigma_upper,rotate_iqr_lower,rotate_iqr_upper,pressure_3sigma_lower,pressure_3sigma_upper,pressure_iqr_lower,pressure_iqr_upper,vibration_3sigma_lower,vibration_3sigma_upper,vibration_iqr_lower,vibration_iqr_upper
19,123.69376020271974,217.32202298243348,128.922005,211.82928500000003,291.61106276316355,604.0290172627319,307.56488500000006,589.9116449999999,68.27995831003868,133.2949877820344,72.93628,128.1476,24.040583016161783,57.317471830335116,26.132693999999997,54.884326
20,124.45421020852883,217.56900896856797,128.97569750000002,212.7651975,286.75877706946073,606.5905105610959,307.2392275,587.3948475,67.88717329841592,134.4812496050512,73.00925874999997,128.39824475,24.061900244565365,56.98489045605325,25.85900199999999,54.906998
21,124.30739096993564,217.44225989181086,129.9647925,211.27597250000002,288.3552745841234,603.6009026076474,308.4353525,584.8506125,66.99983092642049,134.73003645064756,72.28821125000002,128.39097725,23.479647875965235,57.411703815014484,25.982529999999997,54.415254000000004
22,124.30052049508593,217.18903724912354,129.07559500000002,212.38131499999997,281.72680311159615,607.1755981946907,301.08311000000003,589.62923,66.94615301595309,135.89837822818444,72.40771124999998,129.35599725000003,24.298176598419467,56.980294938913296,26.450056999999997,54.502121
23,123.97616197064768,217.18483870263668,128.42119749999998,212.66865750000002,286.9089269223996,605.8927265116387,302.7411325000001,590.8863924999998,67.58333535807407,134.35642397324514,72.38906874999999,128.69747074999998,23.816555793910858,57.291624186235886,25.937677499999992,54.9818015
24,123.53143835695363,218.15415591149696,127.82191250000002,213.57905249999996,288.33474047102453,604.8338311244293,308.62534999999997,586.8301100000001,67.54003799742738,133.91168535748562,72.63351125000003,128.11049325,24.341521042603983,56.53048303709677,26.35484350000001,54.266663499999986
25,125.24838178096971,216.5357153561329,130.82745,210.71132999999998,290.8319971616059,603.886733429676,306.843805,587.791485,67.98561844229012,133.25143520668126,72.496565,128.166613,24.047783521954408,56.99305077066537,25.67123225,55.10948625
26,124.54227364131921,217.80034608533882,129.86069999999995,212.44838000000004,286.51815685885083,605.4065536691307,307.42486,585.7762600000001,67.90613675814095,134.0441177591947,72.18464500000002,129.02150099999997,24.473165223716403,55.98434100502766,26.088997250000013,54.18543524999999
27,124.75546108555676,217.06529511642856,129.49423750000005,211.8771375,285.62472356100045,604.6491962980126,303.95766000000003,587.7109800000001,67.62139650027243,134.14730659251998,71.84723875,129.13808075,24.45873879804917,56.18499413620491,26.177491499999995,54.4010115
28,124.10176182944488,216.97893203906327,129.97856499999997,211.11840500000002,288.2804855875554,602.9149680795429,306.3096924999999,585.3820325000002,69.01971352182859,131.3950751028297,72.77767875,127.21799275000001,24.594807210570696,55.74622027410777,26.5220425,53.63221849999999
29,123.57510740198323,217.9785873930103,128.14318250000008,213.32300249999992,295.8012877614787,601.1987166206245,310.73893499999997,587.023055,67.45746261963714,134.26912811723525,72.53213375000001,128.37056774999996,24.156434298730478,56.54651851669176,26.0840185,54.40917449999999
30,124.71958185025989,216.28874053213116,129.51644000000005,211.28447999999997,291.6245958904677,601.7576798166249,307.68435,585.57891,68.16229917270141,132.99138250619373,72.05606499999996,128.56380900000002,23.98777828042075,57.246157036512066,26.02628525,54.891291249999995
31,124.02001202454663,217.13119360629787,128.83434500000004,211.72774499999997,288.687214621853,606.1556951407711,308.7441974999999,587.2978975000001,67.11332860935585,135.6791704302068,72.07924500000001,130.05811699999998,24.386485594431782,56.237948498792214,26.246081749999995,54.27280375
32,123.90126314575753,218.17022026670116,128.99080750000002,212.8860275,288.90204256719585,604.5425038635336,305.99381749999986,589.2211975000001,68.84899278486617,132.5500207657021,72.77703874999999,128.15991275,23.441449680842183,57.74703629038497,26.021439500000007,54.7426915
33,124.15799923786753,217.74266471839778,129.4295925,212.28653250000002,288.1395654361154,603.4519290510087,308.58280250000007,584.8845425,68.29051278954263,132.83852312672838,72.53601250000001,128.2269925,23.90877103437832,57.21472162020375,26.03648924999998,54.842919250000016
34,124.27786356302764,217.38502576512658,129.75642499999995,211.50630500000003,294.5473152747776,601.9028412063043,313.07004250000006,584.2581025,67.49614072182192,133.8465279707403,72.77824625000004,128.07478824999998,24.352977993645624,56.31023397700608,25.966058250000007,54.56910024999999
35,123.66120017281168,218.6399507407259,128.65656000000004,213.22943999999998,297.09195028637225,599.9932346568013,312.29238250000003,585.0891624999999,67.5560514783671,134.02763797063307,72.31607624999998,128.30273825,24.054643736745582,56.92818149732147,26.233376000000003,54.472088
36,124.35022223235185,217.92329007091385,129.3781825,212.57992249999998,288.6300323062429,603.3458332728104,308.91865500000006,584.590775,67.90963885666292,132.77809836992316,71.52283,128.547886,24.17126142663708,56.41663412278027,26.560398499999998,53.83603850000001
37,125.05707115100341,216.24042137381315,129.67157499999996,211.312095,289.33559056884735,603.8312445944385,307.8324724999999,585.9633325000001,67.13393450890341,134.96982963611168,72.68326500000002,128.40684899999997,24.088019007412395,57.30708045367234,26.336386499999982,54.80789050000002
38,125.22459487306978,215.59164131740638,130.15151750000004,210.62065749999996,286.33046162236485,604.2600620922086,306.7528474999999,586.0269875000001,67.99833896376072,133.3735355576031,72.66103875000002,128.24338475,23.92755893953423,56.91564047177351,26.191353499999995,54.4866815
39,123.91082706180737,217.48586508033043,128.73374000000004,212.30986,292.6936235198631,602.2467858831005,309.38741250000004,586.4528324999999,68.81334249138992,132.54255864312307,73.22454125,127.66843525,24.229786016713355,56.41291501249108,26.227267249999997,54.33184525
40,123.79005286163333,218.13755753399323,128.95643000000004,212.77354999999997,288.11108674460644,604.7171092128096,308.18952249999995,585.5776625,67.41135490135619,134.1624073095487,71.873095,129.059535,24.461136234600644,55.90148024101438,25.914439000000012,54.268631
41,123.9587928517976,218.00076743593078,130.1187874999999,211.8075675000001,292.7060663939749,602.7730419501484,310.5932700000001,585.33023,67.95778545881018,133.62261300184295,72.23409125,128.79047325,24.511381855773337,55.86092859193204,26.290172500000004,53.96198449999999
42,123.83961922386464,218.15112016615114,129.23184500000005,212.31932499999996,291.4930116548833,603.8400775783207,309.82691749999987,586.9701775000001,66.14724771600164,136.70507063560245,71.68660249999998,130.13853450000005,24.535839945612814,55.916283556329354,26.100894250000003,54.18230825
43,124.55388640239626,217.93211607494516,130.0831575,211.83017750000002,287.047550205508,607.3354168495919,307.88501500000007,587.426735,67.29461287362335,134.58872116780955,73.04062125000003,128.21089924999995,24.483630589919876,56.421849283767365,26.432679250000014,54.36080124999999
44,124.56784102118007,217.10143922626634,129.4333575,211.76641750000005,289.001581527953,604.0773885310313,305.10116749999986,588.9629075000001,68.09906133693863,133.42484150150187,72.78696875,128.22494675,24.246520017541847,56.337678522524335,26.428169249999996,53.938455250000004
45,124.66771202355872,216.25454214130966,129.93528999999998,210.79217000000003,290.53846975006473,604.1502283077687,308.0083975,586.6815375000001,67.53583418310154,134.01070903629133,72.76136749999999,127.9593555,24.31111920977855,56.82649187812247,26.617525,54.350032999999996
46,125.45008555059562,216.06084629230472,129.84137500000003,211.49197499999997,291.11668450155133,605.8424002632307,310.6842825,587.0840625,69.14786530844061,131.55777631089472,72.51623624999999,128.09505825,24.72919315465642,55.72036131980769,26.464709,53.924025
47,124.12761716109463,218.10489690306883,129.19894500000004,212.60314499999998,285.07897016873244,605.6650135746138,305.6117875,586.3105674999999,66.51782768365373,135.33941926901494,71.68449875000002,128.88828475,24.278763548954156,56.08394747478343,26.117989250000004,54.14751925
48,123.48656690415103,217.52517699744587,128.10044249999996,212.7390225,288.30870165953263,603.313395995481,308.87942250000003,584.8115225,67.81664445761261,134.12471115165226,72.6925225,128.7035505,24.340506214193322,56.405015555336234,26.735914500000003,53.8558185
49,124.05779750816282,217.46043864203142,129.01128999999997,212.49617000000006,288.1522471820426,603.2104563800347,308.060115,585.026595,66.25771717100429,136.37324776497616,71.90459375,129.68217175,24.255368542181202,56.810449178722266,26.193277499999986,54.65249350000001
50,124.53347814473756,217.55563651214635,130.0535225,211.9307825,288.7788693436669,601.8029958929898,308.0213449999999,583.347385,68.4590047371114,132.98701142056376,72.97012499999998,128.12577300000004,24.719365980410522,55.93274525279333,26.80844300000001,53.738342999999986
51,124.32402904468768,216.663371671756,128.37370499999997,212.412825,287.68691131227104,603.625491809582,307.3361149999999,585.487875,67.42807880882106,133.76716186734066,71.72511124999998,128.71784525000004,24.161425524638958,56.56482052830306,26.2192915,54.247379499999994
52,124.15842439445913,217.3134363680211,129.20581500000003,211.960735,291.839525539365,603.325726778287,310.4272825,585.6596225000001,68.20967698105326,133.19379541428552,72.29319999999998,128.733152,24.2379000595913,56.431876609664926,26.21259099999999,54.22609100000001
53,124.47510215987558,217.82486627344332,129.92773750000003,212.0624775,292.00201148796356,603.2297877150288,309.341175,588.4425349999999,68.12611080251202,133.20017949643776,72.00763374999998,128.76928375,24.61960252386102,56.06954325027219,26.4871335,54.0741055
54,124.55506540735306,216.86826435239377,129.0258925,212.31159250000002,291.24762253868914,602.3195266024417,310.6291174999999,584.5978575000001,66.60714747989095,135.9304383371138,72.04061750000002,129.4615815,24.81405989833356,55.42323892859782,26.4084935,53.6561295
55,124.36967974534565,217.2805167788955,129.86370750000006,211.71380749999994,293.5756390030891,600.272456295429,314.4235100000001,580.5735099999999,67.12094637653954,134.11801027602846,71.99818374999998,128.53527375000002,23.968969345003853,56.80898847200089,25.876579500000005,54.68115949999999
56,124.28792909893492,216.51914208219006,128.84390499999992,212.02098500000008,288.10484024307493,606.6748573141111,306.4302124999999,590.4497925000001,66.63723875889848,136.50829838482184,72.15435999999998,129.90492800000004,24.535087413944115,56.24321503980356,26.514195750000003,54.06812975
57,125.32312566257647,215.85895079836436,130.46398499999992,210.36870500000003,289.90495990741664,605.423750335714,307.5114500000001,588.6353699999999,68.53983659133004,132.01266972085526,72.25975125000001,128.18523725,24.254928575464522,56.39080358163518,26.061949249999998,54.40466325
58,124.59286968083364,217.1731236812725,129.6878125,211.88563249999999,287.93974117144774,605.2169077740277,310.1140050000001,583.779925,66.6970786600839,135.93390732265237,71.44056500000002,130.347429,24.518214646368904,56.04287779184142,26.507278249999988,53.86649625000001
59,124.89583215217664,216.33585359951377,129.01514749999996,211.82004750000004,288.52750270809753,605.015371600635,306.9511674999999,587.6892675000001,67.72983221113313,134.00654575894313,72.53968,128.48108,24.22720436850438,56.60322474500446,26.28643475000001,54.33424875
60,124.16203186878548,216.8938145101528,129.86739250000002,211.00349249999996,286.38670339139145,606.8643051829144,306.56722750000006,588.2536875,67.5663419285645,133.55614155611397,71.89535125000003,128.62421324999997,24.26211407213536,56.22265288110877,26.250393500000005,54.166409499999986
61,124.3612188149271,216.67856450545844,128.373335,212.36393499999997,293.6002049772939,600.8352107182895,312.4100625,583.5689225,68.15756168885831,133.40044044177034,72.31772375,128.84370175,24.11150731907077,56.72938068323106,26.364228000000015,54.256855999999985
62,124.09730099284096,217.64538315620237,129.16108250000005,212.47658249999998,293.432092780066,600.3948216667761,311.80066,583.14178,68.9578103037671,131.69230702381168,72.56421,127.92976199999998,24.24577075264186,56.59228073548934,26.256687750000005,54.491809749999994
63,125.00886575435877,216.47468552747122,129.58271000000002,211.75506999999993,292.375196540979,602.6424089344922,309.90685500000006,585.3445349999998,69.93168929558686,129.80870627483466,73.45046124999999,126.36739525000002,23.867604832527192,56.824697526270114,26.151498750000005,54.23463674999999
64,123.94714911711964,216.8868207577185,128.82609249999996,212.06215250000002,285.4568347627486,603.8730215831009,302.63981000000007,587.90841,67.88204853966874,133.88103041041037,72.57555500000001,128.482235,23.975039098021977,57.387652558142605,26.219867000000008,54.89845899999999
65,124.66660939594928,217.6929682849599,128.93547249999997,213.12637250000003,285.7387259926423,607.2779354344905,303.35032750000005,590.7237475,67.4890858302659,133.97248696933127,72.41336874999999,128.26132275,23.621619313014616,57.17869857390812,26.17263699999999,54.246713000000014
66,123.55109681947465,218.59361212312353,129.37566750000008,212.32360749999998,290.5149169995794,605.7289769437382,307.24800749999997,589.9992275000001,67.14425619425836,134.08817999218965,72.50978625000002,128.26081624999998,24.21540441050098,56.65035308568662,26.044680999999997,54.498613000000006
67,124.42346401754989,216.94763445748967,129.25915000000003,211.89682999999997,285.42789906228046,604.3911282776705,305.046795,586.206635,69.33610517272795,131.34568887330857,73.67383000000001,126.71906200000001,24.435884691079636,56.35236767865135,26.621431000000005,54.009078999999986
68,124.59507268291065,215.9044470725202,129.8387975,210.32493749999998,289.5494919053085,603.3795159036398,309.1770025,585.2749825000001,68.14427639508932,133.5106697876182,73.1846775,127.8026095,24.68170686711707,55.48037524538472,26.162311749999997,53.93785375
69,124.66540861594989,215.9455454856182,129.39079750000002,210.97549750000002,286.1138388327398,605.9010790610885,308.6953475000001,585.4814474999998,67.44744214241138,134.47482415509978,72.49268000000001,128.74591199999998,23.878492825337627,57.408446746234816,25.951527999999996,55.00357600000001
70,124.49275827698541,217.38425580156445,129.10921249999998,212.33839250000003,291.3652988873482,602.8450747164499,308.98068250000006,586.7582625,68.64885326933586,132.4785724645154,72.07217125000001,128.73270524999998,24.488582965173677,55.83416433881136,26.209735500000008,54.0048115
71,123.33038052845535,218.71646447514127,128.69335000000007,213.08526999999998,287.3159326862907,605.348971385066,309.4450200000001,585.1316999999999,66.80048693411152,136.1362142832673,71.43921249999998,130.43825650000002,23.890498305396278,56.982768425721545,26.134739749999994,54.496901750000006
72,124.54941973001482,216.13919565194462,128.42818000000003,212.27789999999996,294.43317590427154,603.658724688449,309.3270324999999,588.5740925,68.45893634998265,132.50181225712424,72.11918125,128.37135525000002,24.610024175197253,55.90379583026959,26.250478749999992,54.106268750000005
73,124.3747360864287,217.96224244615655,129.91198499999996,211.817945,293.8704043031548,603.5505336885011,311.83588000000003,585.92272,68.51841193573915,133.9646984713965,72.96340374999997,128.81433375000003,24.31410589731027,56.82590387883704,26.343239000000004,54.461059
74,125.1889087978719,216.43321662580811,130.01635500000006,211.40211499999995,283.3067872441432,606.7886761798245,302.83440249999995,589.3867825,67.98978842201419,133.5754872775974,72.86648625000001,128.13701224999997,24.06953144053672,56.50490825303254,26.475845500000005,53.88633349999999
75,124.35455534752381,217.33643484381557,129.54554499999998,211.65602500000003,285.19462114609297,603.5775320548853,303.7754099999999,585.6195300000002,69.25281343112201,131.05619020231202,72.51410499999999,127.63166500000001,24.166632285428218,57.007789332756204,26.273299250000004,54.513589249999995
76,125.20809431566121,216.24811521965748,129.36138249999996,212.19304250000002,290.9663885830522,604.5887546912968,308.40081999999995,588.9084200000001,66.25703046182974,136.19772818037998,71.53655374999998,130.03099575000005,24.144018926528236,56.72693559051967,26.026189249999995,54.55038725000001
77,124.35768515075387,216.57676466653862,128.946425,212.04358500000004,290.66598007115493,605.0060054215799,309.43311749999987,587.3777375000001,67.17284000442962,134.3165486282851,72.11785124999997,128.91225725,24.57527072426167,55.951089352849536,26.623962499999994,53.8141265
78,124.47315971812705,217.33893026029332,129.59693000000001,211.52912999999998,293.59685571555053,602.9694869200415,311.11597499999993,585.899175,68.15881765345695,133.13263401910814,72.539175,128.25852700000002,23.809717624245607,57.03113950422512,26.064155000000007,54.53644699999999
79,124.49243533385015,217.41092369650522,130.26399749999996,211.36153750000005,284.7968349886031,606.6374451754021,304.51335500000005,588.959595,68.66961655643212,132.26398550226446,72.83982,127.68051599999998,24.47685827633657,56.4132608668083,26.16611525000001,54.475897249999996
80,124.94506942180021,216.54550545663454,129.40106250000005,211.88732249999995,288.6447255754298,605.3034293375324,306.1153725,589.2135125,68.00434224007776,133.03092808160255,72.16538,128.49573999999998,24.419091432122393,56.24387097645192,26.048083750000007,54.41247374999999
81,124.63947632655632,216.79975940355442,129.61060500000002,211.628085,280.81020786362683,609.7895543173544,303.29574249999996,589.8733225000001,68.11148225136466,133.48390600385042,72.23893749999999,128.71075750000003,24.383098546752123,56.21002475752064,26.398934,53.896874
82,123.74769531637953,218.71413351975917,129.11022249999996,213.0668425,289.2553477746061,603.76418016382,308.863565,585.656165,68.63814234502613,132.21429765094567,72.526275,127.999323,24.87928371034508,55.60887678282138,26.97003474999999,53.36062875000001
83,124.2772035946475,217.38826662546467,129.33513000000002,212.24805,285.9761600080807,605.2802577505153,303.700455,588.1170549999999,68.686746513429,132.6518320004539,73.10685874999999,127.78319675000003,24.265658348041892,56.99770830193653,26.234321499999993,54.7486815
84,124.2693699068299,217.23583675408221,130.33806000000004,210.60645999999997,289.0879298662164,603.948845343106,307.8630375,587.1158575,67.16688218366197,134.73530080756234,72.78958000000002,128.56737999999996,24.467841998633965,56.283985797654346,26.673828750000006,53.82114674999999
85,123.93288979037779,217.34676239204202,128.91250000000002,211.94182,290.2237086852812,605.0723250969083,312.9650425000001,584.4721424999999,67.0628552300119,135.53688562799414,73.01993875,128.66997275,24.363806154968714,56.428047282522286,26.406248,54.12550400000001
86,124.437230392248,216.78008745554365,129.59359749999996,211.31393750000004,293.4708995762445,601.4242304194396,310.21399500000007,584.9201949999999,68.37671114995683,133.456612479449,72.43337000000004,128.70154599999995,24.546361408898616,55.68740593277883,26.447819249999995,53.73865725
87,123.63841591297376,217.72987245416766,129.10268499999995,212.06280500000003,289.2116019101868,604.1252797902879,311.2590299999999,584.4460700000002,67.369971597956,135.3811427640063,72.49117874999999,129.34805275,24.464462469468465,56.27128807318727,26.320522750000006,54.243468750000005
88,124.8452187264723,216.5831124891801,129.7627025,211.44604250000003,287.87070424712044,607.6813956694383,307.92375,589.3925899999999,68.19759454014226,132.95775393662367,72.35203875,128.37208075,23.78362330987015,57.007494597193585,26.004168749999998,54.547690749999994
89,123.81576210050522,218.1375413953946,128.51411499999995,213.24571500000002,283.6672708287194,607.0016703250715,304.82495,587.0380299999999,68.18980740576431,132.45012470414792,72.25640500000002,127.99988499999999,24.125060033681844,56.736632280517554,26.12981900000001,54.442719
90,124.10927413195233,218.00554451831383,128.84975000000006,212.95542999999995,287.7414981715549,604.3920092834876,307.37288249999995,585.4071425000001,66.78819132486562,136.14945646796997,72.254005,129.746957,24.410541703648974,56.18198541216171,26.322317749999996,54.09627175
91,124.14916345794879,217.17138223044137,128.93862750000005,212.37368749999996,288.7121500689409,606.2968056381517,304.9044624999999,591.3463225,67.94370790049427,134.22251452879647,72.37573875000001,129.15662074999997,24.359195457276257,56.20820846561254,26.102169499999988,54.34504550000001
92,125.40057925996456,216.07820257286522,130.24337500000001,211.24969499999997,289.25692846430616,605.161786854353,308.17938499999985,587.4258650000002,67.0378648731864,136.1709579174912,72.51986749999998,129.59483950000003,24.381313142086526,56.26471850832348,25.884738000000013,54.62299399999999
93,124.57596584354312,217.46592561092385,129.2265325,212.67203250000003,288.2415562357759,604.5837240490753,309.143555,585.2426750000001,68.01527179860085,133.69123028915632,72.02418374999999,129.05624175,24.42297595867796,56.332739095271116,26.485532999999982,54.12702100000002
94,124.50285271427697,216.5410356154598,128.42825750000003,212.41099749999995,293.18351955575986,601.0006228899314,309.09651249999996,586.4981325000001,67.63198689297968,134.48618543560613,72.82712375,128.41826175,24.245310086360753,56.579488319048544,26.32724824999999,54.363194250000014
95,124.63920173943598,217.24803237076395,128.60528999999994,213.02789000000004,289.98709883085496,603.1344441931705,307.6946925,587.0669925,67.68510744605483,133.9388214237481,72.15673749999999,128.6860935,24.342396572960396,56.705595205776476,26.217229250000006,54.60111524999999
96,124.06888461040948,217.48026843519546,129.32833499999998,212.215935,291.0755483247707,603.6001666428599,309.98216249999984,585.2923825000001,67.20333883001841,135.25966147612456,72.07181374999999,129.60170375,24.327336328500262,56.15651551526322,26.15828875000001,54.24065474999999
97,124.09454643251456,216.8893145659029,128.88294000000005,212.08425999999994,286.0772264933273,606.1027469435883,308.068915,585.4783150000001,67.13326137137256,135.45758934305704,71.59441125,130.13110525000002,24.390989116098645,56.74521489310866,26.35827099999999,54.64373500000001
98,122.76299689283636,219.00724617434818,128.75852250000003,212.49418249999997,288.3303164421626,603.4655491138725,306.5129525,586.3536125,66.58662565691131,136.75486134121846,72.02422499999999,130.34224900000004,24.152944125964872,56.95026862673259,26.141345249999993,54.65775125000001
99,123.55078710590612,217.676115581477,128.22300499999994,212.92348500000003,281.71233984709147,605.8281796206111,303.08788999999996,586.2159300000001,68.0767106286143,133.9816428836861,72.4205775,128.9393495,23.685382299159993,57.36322809905607,26.059432750000006,54.694722750000004
100,124.30761353633169,217.7497674793495,130.035235,211.682755,296.25684371484795,600.5295628137092,314.58186250000017,583.0717224999999,68.45748720058285,133.49634732970057,73.09954499999996,128.29652100000004,24.308957145456276,56.343589933525166,26.462620000000012,54.01825199999999
