model,machineID,start,end,duration_hours
Isolation Forest,5,2015-11-20 12:00:00,2015-11-20 12:00:00,1.0
Isolation Forest,5,2015-11-20 18:00:00,2015-11-20 18:00:00,1.0
Isolation Forest,5,2015-11-21 19:00:00,2015-11-21 19:00:00,1.0
Isolation Forest,5,2015-11-21 21:00:00,2015-11-21 22:00:00,2.0
Isolation Forest,5,2015-11-22 00:00:00,2015-11-22 01:00:00,2.0
Isolation Forest,5,2015-11-22 03:00:00,2015-11-22 04:00:00,2.0
Isolation Forest,5,2015-11-22 06:00:00,2015-11-23 05:00:00,24.0
Isolation Forest,5,2015-11-23 10:00:00,2015-11-23 10:00:00,1.0
Isolation Forest,5,2015-11-23 12:00:00,2015-11-23 12:00:00,1.0
Isolation Forest,5,2015-11-24 03:00:00,2015-11-24 04:00:00,2.0
Isolation Forest,5,2015-11-24 07:00:00,2015-11-24 07:00:00,1.0
Isolation Forest,5,2015-12-10 11:00:00,2015-12-10 11:00:00,1.0
Isolation Forest,5,2015-12-30 23:00:00,2015-12-31 00:00:00,2.0
Isolation Forest,5,2015-12-31 03:00:00,2016-01-01 06:00:00,28.0
Isolation Forest,6,2015-10-25 16:00:00,2015-10-25 16:00:00,1.0
Isolation Forest,6,2015-11-14 16:00:00,2015-11-14 16:00:00,1.0
Isolation Forest,6,2015-11-14 18:00:00,2015-11-14 18:00:00,1.0
Isolation Forest,6,2015-11-14 20:00:00,2015-11-14 23:00:00,4.0
Isolation Forest,6,2015-11-15 10:00:00,2015-11-15 10:00:00,1.0
Isolation Forest,6,2015-11-15 12:00:00,2015-11-15 12:00:00,1.0
Isolation Forest,6,2015-11-15 17:00:00,2015-11-15 18:00:00,2.0
Isolation Forest,6,2015-11-15 20:00:00,2015-11-16 04:00:00,9.0
Isolation Forest,6,2015-11-16 06:00:00,2015-11-16 10:00:00,5.0
Isolation Forest,6,2015-11-16 12:00:00,2015-11-16 12:00:00,1.0
Isolation Forest,6,2015-11-16 16:00:00,2015-11-16 16:00:00,1.0
Isolation Forest,6,2015-11-16 18:00:00,2015-11-16 19:00:00,2.0
Isolation Forest,6,2015-11-17 08:00:00,2015-11-17 08:00:00,1.0
Isolation Forest,6,2015-11-17 13:00:00,2015-11-17 13:00:00,1.0
Isolation Forest,6,2015-11-17 15:00:00,2015-11-17 15:00:00,1.0
Isolation Forest,6,2015-11-17 17:00:00,2015-11-17 19:00:00,3.0
Isolation Forest,6,2015-12-06 00:00:00,2015-12-06 00:00:00,1.0
Isolation Forest,6,2015-12-06 20:00:00,2015-12-06 20:00:00,1.0
Isolation Forest,6,2015-12-26 16:00:00,2015-12-26 16:00:00,1.0
Isolation Forest,6,2015-12-27 15:00:00,2015-12-27 15:00:00,1.0
Isolation Forest,7,2015-10-22 05:00:00,2015-10-22 05:00:00,1.0
Isolation Forest,7,2015-10-30 12:00:00,2015-10-30 12:00:00,1.0
Isolation Forest,7,2015-10-30 17:00:00,2015-10-30 17:00:00,1.0
Isolation Forest,7,2015-10-31 00:00:00,2015-10-31 00:00:00,1.0
Isolation Forest,7,2015-11-25 09:00:00,2015-11-25 09:00:00,1.0
Isolation Forest,7,2015-11-25 14:00:00,2015-11-25 15:00:00,2.0
Isolation Forest,7,2015-11-25 20:00:00,2015-11-25 20:00:00,1.0
Isolation Forest,7,2015-11-25 22:00:00,2015-11-25 22:00:00,1.0
Isolation Forest,7,2015-11-26 13:00:00,2015-11-26 16:00:00,4.0
Isolation Forest,7,2015-11-26 19:00:00,2015-11-26 22:00:00,4.0
Isolation Forest,7,2015-11-27 01:00:00,2015-11-27 01:00:00,1.0
Isolation Forest,7,2015-12-19 01:00:00,2015-12-19 01:00:00,1.0
Isolation Forest,7,2015-12-19 20:00:00,2015-12-19 20:00:00,1.0
Isolation Forest,7,2015-12-28 16:00:00,2015-12-28 16:00:00,1.0
Isolation Forest,7,2015-12-29 11:00:00,2015-12-29 15:00:00,5.0
Isolation Forest,7,2015-12-29 19:00:00,2015-12-29 20:00:00,2.0
Isolation Forest,8,2015-10-28 07:00:00,2015-10-28 07:00:00,1.0
Isolation Forest,8,2015-10-28 12:00:00,2015-10-28 12:00:00,1.0
Isolation Forest,8,2015-10-28 19:00:00,2015-10-28 19:00:00,1.0
Isolation Forest,8,2015-10-28 23:00:00,2015-10-29 04:00:00,6.0
Isolation Forest,8,2015-10-29 06:00:00,2015-10-29 08:00:00,3.0
Isolation Forest,8,2015-10-29 10:00:00,2015-10-29 11:00:00,2.0
Isolation Forest,8,2015-10-29 13:00:00,2015-10-29 13:00:00,1.0
Isolation Forest,8,2015-10-29 16:00:00,2015-10-29 18:00:00,3.0
Isolation Forest,8,2015-12-01 05:00:00,2015-12-01 05:00:00,1.0
Isolation Forest,8,2015-12-01 11:00:00,2015-12-01 11:00:00,1.0
Isolation Forest,8,2015-12-01 13:00:00,2015-12-01 21:00:00,9.0
Isolation Forest,8,2015-12-01 23:00:00,2015-12-02 09:00:00,11.0
Isolation Forest,8,2015-12-02 11:00:00,2015-12-02 11:00:00,1.0
Isolation Forest,8,2015-12-02 14:00:00,2015-12-02 14:00:00,1.0
Isolation Forest,8,2015-12-02 19:00:00,2015-12-02 19:00:00,1.0
Isolation Forest,8,2015-12-03 00:00:00,2015-12-03 00:00:00,1.0
Isolation Forest,8,2015-12-03 05:00:00,2015-12-03 05:00:00,1.0
Isolation Forest,8,2015-12-03 07:00:00,2015-12-03 08:00:00,2.0
Isolation Forest,8,2015-12-30 13:00:00,2015-12-30 13:00:00,1.0
Isolation Forest,9,2015-11-03 23:00:00,2015-11-04 00:00:00,2.0
Isolation Forest,9,2015-11-04 02:00:00,2015-11-04 11:00:00,10.0
Isolation Forest,9,2015-11-04 13:00:00,2015-11-04 14:00:00,2.0
Isolation Forest,9,2015-11-04 18:00:00,2015-11-04 18:00:00,1.0
Isolation Forest,9,2015-11-04 21:00:00,2015-11-05 05:00:00,9.0
Isolation Forest,9,2015-11-05 08:00:00,2015-11-06 00:00:00,17.0
Isolation Forest,9,2015-11-06 02:00:00,2015-11-06 04:00:00,3.0
Isolation Forest,9,2015-12-13 02:00:00,2015-12-13 03:00:00,2.0
Isolation Forest,9,2015-12-13 07:00:00,2015-12-13 07:00:00,1.0
Isolation Forest,9,2015-12-14 10:00:00,2015-12-14 11:00:00,2.0
Isolation Forest,9,2015-12-17 09:00:00,2015-12-17 09:00:00,1.0
Isolation Forest,9,2015-12-17 18:00:00,2015-12-17 19:00:00,2.0
Isolation Forest,10,2015-10-20 22:00:00,2015-10-20 22:00:00,1.0
Isolation Forest,10,2015-11-10 03:00:00,2015-11-10 03:00:00,1.0
Isolation Forest,10,2015-11-10 15:00:00,2015-11-10 16:00:00,2.0
Isolation Forest,10,2015-11-12 00:00:00,2015-11-12 01:00:00,2.0
Isolation Forest,10,2015-11-14 21:00:00,2015-11-14 21:00:00,1.0
Isolation Forest,10,2015-12-22 18:00:00,2015-12-22 18:00:00,1.0
Isolation Forest,10,2015-12-23 01:00:00,2015-12-23 01:00:00,1.0
Isolation Forest,10,2015-12-23 09:00:00,2015-12-23 09:00:00,1.0
Isolation Forest,10,2015-12-23 12:00:00,2015-12-23 12:00:00,1.0
Isolation Forest,10,2015-12-23 22:00:00,2015-12-23 22:00:00,1.0
Isolation Forest,10,2015-12-24 02:00:00,2015-12-24 02:00:00,1.0
Isolation Forest,10,2015-12-24 06:00:00,2015-12-24 08:00:00,3.0
Isolation Forest,10,2015-12-24 14:00:00,2015-12-24 14:00:00,1.0
Isolation Forest,10,2015-12-24 20:00:00,2015-12-24 20:00:00,1.0
Isolation Forest,11,2015-10-29 10:00:00,2015-10-29 10:00:00,1.0
Isolation Forest,11,2015-11-20 03:00:00,2015-11-20 04:00:00,2.0
Isolation Forest,11,2015-11-20 08:00:00,2015-11-20 12:00:00,5.0
Isolation Forest,11,2015-11-20 15:00:00,2015-11-20 15:00:00,1.0
Isolation Forest,11,2015-11-20 18:00:00,2015-11-20 20:00:00,3.0
Isolation Forest,11,2015-11-20 22:00:00,2015-11-21 00:00:00,3.0
Isolation Forest,11,2015-11-21 02:00:00,2015-11-21 02:00:00,1.0
Isolation Forest,11,2015-11-21 04:00:00,2015-11-21 04:00:00,1.0
Isolation Forest,11,2015-11-21 06:00:00,2015-11-21 07:00:00,2.0
Isolation Forest,11,2015-11-21 17:00:00,2015-11-21 18:00:00,2.0
Isolation Forest,11,2015-11-21 21:00:00,2015-11-21 23:00:00,3.0
Isolation Forest,11,2015-11-22 03:00:00,2015-11-22 05:00:00,3.0
Isolation Forest,11,2015-11-22 07:00:00,2015-11-22 09:00:00,3.0
Isolation Forest,11,2015-11-22 11:00:00,2015-11-22 13:00:00,3.0
Isolation Forest,11,2015-11-23 03:00:00,2015-11-23 03:00:00,1.0
Isolation Forest,11,2015-11-23 06:00:00,2015-11-23 08:00:00,3.0
Isolation Forest,11,2015-11-23 10:00:00,2015-11-23 12:00:00,3.0
Isolation Forest,11,2015-11-23 15:00:00,2015-11-23 15:00:00,1.0
Isolation Forest,11,2015-11-23 19:00:00,2015-11-23 19:00:00,1.0
Isolation Forest,11,2015-11-23 21:00:00,2015-11-23 22:00:00,2.0
Isolation Forest,11,2015-11-24 01:00:00,2015-11-24 02:00:00,2.0
Isolation Forest,11,2015-11-24 10:00:00,2015-11-24 11:00:00,2.0
Isolation Forest,11,2015-11-24 15:00:00,2015-11-24 16:00:00,2.0
Isolation Forest,11,2015-11-24 18:00:00,2015-11-24 23:00:00,6.0
Isolation Forest,11,2015-11-25 01:00:00,2015-11-25 08:00:00,8.0
Isolation Forest,11,2015-11-25 11:00:00,2015-11-25 11:00:00,1.0
Isolation Forest,11,2015-12-01 17:00:00,2015-12-01 17:00:00,1.0
Isolation Forest,11,2015-12-01 22:00:00,2015-12-01 23:00:00,2.0
Isolation Forest,11,2015-12-02 01:00:00,2015-12-02 02:00:00,2.0
Isolation Forest,11,2015-12-02 08:00:00,2015-12-02 08:00:00,1.0
Isolation Forest,11,2015-12-02 10:00:00,2015-12-02 10:00:00,1.0
Isolation Forest,11,2015-12-03 00:00:00,2015-12-03 00:00:00,1.0
Isolation Forest,11,2015-12-13 22:00:00,2015-12-13 22:00:00,1.0
Isolation Forest,11,2015-12-14 05:00:00,2015-12-14 05:00:00,1.0
Isolation Forest,11,2015-12-14 10:00:00,2015-12-15 01:00:00,16.0
Isolation Forest,11,2015-12-15 03:00:00,2015-12-15 03:00:00,1.0
Isolation Forest,11,2015-12-15 06:00:00,2015-12-15 10:00:00,5.0
Isolation Forest,11,2015-12-15 16:00:00,2015-12-16 00:00:00,9.0
Isolation Forest,11,2015-12-16 03:00:00,2015-12-16 07:00:00,5.0
Isolation Forest,11,2015-12-16 09:00:00,2015-12-16 11:00:00,3.0
Isolation Forest,11,2015-12-16 16:00:00,2015-12-16 16:00:00,1.0
Isolation Forest,11,2015-12-16 21:00:00,2015-12-16 21:00:00,1.0
Isolation Forest,11,2015-12-17 00:00:00,2015-12-17 00:00:00,1.0
Isolation Forest,11,2015-12-28 10:00:00,2015-12-28 20:00:00,11.0
Isolation Forest,11,2015-12-29 04:00:00,2015-12-29 04:00:00,1.0
Isolation Forest,11,2015-12-29 08:00:00,2015-12-29 08:00:00,1.0
Isolation Forest,11,2015-12-29 10:00:00,2015-12-29 10:00:00,1.0
Isolation Forest,11,2015-12-29 14:00:00,2015-12-29 15:00:00,2.0
Isolation Forest,11,2015-12-29 18:00:00,2015-12-29 21:00:00,4.0
Isolation Forest,11,2015-12-30 04:00:00,2015-12-30 04:00:00,1.0
Isolation Forest,11,2015-12-30 08:00:00,2015-12-30 08:00:00,1.0
Isolation Forest,11,2015-12-30 10:00:00,2015-12-30 10:00:00,1.0
Isolation Forest,11,2015-12-30 19:00:00,2015-12-30 19:00:00,1.0
Isolation Forest,12,2015-11-08 08:00:00,2015-11-08 08:00:00,1.0
Isolation Forest,12,2015-11-13 04:00:00,2015-11-13 04:00:00,1.0
Isolation Forest,12,2015-11-26 07:00:00,2015-11-26 07:00:00,1.0
Isolation Forest,13,2015-10-22 07:00:00,2015-10-22 07:00:00,1.0
Isolation Forest,13,2015-12-06 05:00:00,2015-12-06 05:00:00,1.0
Isolation Forest,13,2015-12-06 08:00:00,2015-12-06 09:00:00,2.0
Isolation Forest,13,2015-12-06 11:00:00,2015-12-06 11:00:00,1.0
Isolation Forest,13,2015-12-06 17:00:00,2015-12-06 21:00:00,5.0
Isolation Forest,13,2015-12-10 17:00:00,2015-12-10 17:00:00,1.0
Isolation Forest,13,2015-12-10 22:00:00,2015-12-10 22:00:00,1.0
Isolation Forest,13,2015-12-11 00:00:00,2015-12-11 00:00:00,1.0
Isolation Forest,13,2015-12-11 07:00:00,2015-12-11 07:00:00,1.0
Isolation Forest,13,2015-12-11 11:00:00,2015-12-11 11:00:00,1.0
Isolation Forest,13,2015-12-11 13:00:00,2015-12-11 13:00:00,1.0
Isolation Forest,13,2015-12-11 19:00:00,2015-12-11 21:00:00,3.0
Isolation Forest,13,2015-12-12 01:00:00,2015-12-12 01:00:00,1.0
Isolation Forest,13,2015-12-20 17:00:00,2015-12-20 20:00:00,4.0
Isolation Forest,13,2015-12-20 22:00:00,2015-12-20 22:00:00,1.0
Isolation Forest,13,2015-12-21 01:00:00,2015-12-21 01:00:00,1.0
Isolation Forest,13,2015-12-21 03:00:00,2015-12-22 08:00:00,30.0
Isolation Forest,13,2015-12-22 10:00:00,2015-12-22 22:00:00,13.0
Isolation Forest,13,2015-12-23 01:00:00,2015-12-23 02:00:00,2.0
Isolation Forest,13,2015-12-31 08:00:00,2015-12-31 09:00:00,2.0
Isolation Forest,13,2015-12-31 12:00:00,2015-12-31 12:00:00,1.0
Isolation Forest,13,2015-12-31 14:00:00,2015-12-31 14:00:00,1.0
Isolation Forest,14,2015-11-25 08:00:00,2015-11-25 08:00:00,1.0
Isolation Forest,14,2015-11-25 12:00:00,2015-11-25 12:00:00,1.0
Isolation Forest,14,2015-11-25 16:00:00,2015-11-25 16:00:00,1.0
Isolation Forest,14,2015-11-25 18:00:00,2015-11-25 19:00:00,2.0
Isolation Forest,14,2015-11-25 21:00:00,2015-11-25 22:00:00,2.0
Isolation Forest,14,2015-11-26 02:00:00,2015-11-26 04:00:00,3.0
Isolation Forest,14,2015-11-26 08:00:00,2015-11-26 09:00:00,2.0
Isolation Forest,14,2015-11-26 17:00:00,2015-11-26 17:00:00,1.0
Isolation Forest,14,2015-11-26 20:00:00,2015-11-27 02:00:00,7.0
Isolation Forest,14,2015-11-27 04:00:00,2015-11-27 04:00:00,1.0
Isolation Forest,14,2015-11-27 08:00:00,2015-11-27 08:00:00,1.0
Isolation Forest,14,2015-11-27 13:00:00,2015-11-27 13:00:00,1.0
Isolation Forest,14,2015-12-25 00:00:00,2015-12-25 01:00:00,2.0
Isolation Forest,14,2015-12-25 09:00:00,2015-12-25 09:00:00,1.0
Isolation Forest,14,2015-12-25 12:00:00,2015-12-25 12:00:00,1.0
Isolation Forest,14,2015-12-25 14:00:00,2015-12-25 14:00:00,1.0
Isolation Forest,14,2015-12-25 16:00:00,2015-12-25 21:00:00,6.0
Isolation Forest,14,2015-12-26 00:00:00,2015-12-26 01:00:00,2.0
Isolation Forest,14,2015-12-26 03:00:00,2015-12-26 03:00:00,1.0
Isolation Forest,14,2015-12-26 06:00:00,2015-12-26 07:00:00,2.0
Isolation Forest,14,2015-12-26 13:00:00,2015-12-26 20:00:00,8.0
Isolation Forest,14,2015-12-26 22:00:00,2015-12-26 22:00:00,1.0
Isolation Forest,15,2015-10-30 07:00:00,2015-10-30 07:00:00,1.0
Isolation Forest,15,2015-10-30 12:00:00,2015-10-30 13:00:00,2.0
Isolation Forest,15,2015-10-30 15:00:00,2015-10-30 22:00:00,8.0
Isolation Forest,15,2015-10-31 00:00:00,2015-10-31 01:00:00,2.0
Isolation Forest,15,2015-10-31 04:00:00,2015-10-31 04:00:00,1.0
Isolation Forest,15,2015-10-31 06:00:00,2015-10-31 08:00:00,3.0
Isolation Forest,15,2015-10-31 10:00:00,2015-11-02 03:00:00,42.0
Isolation Forest,15,2015-11-02 10:00:00,2015-11-02 10:00:00,1.0
Isolation Forest,15,2015-11-02 16:00:00,2015-11-02 16:00:00,1.0
Isolation Forest,15,2015-11-03 00:00:00,2015-11-03 01:00:00,2.0
Isolation Forest,15,2015-11-03 12:00:00,2015-11-03 12:00:00,1.0
Isolation Forest,15,2015-11-03 15:00:00,2015-11-03 16:00:00,2.0
Isolation Forest,15,2015-11-15 00:00:00,2015-11-15 00:00:00,1.0
Isolation Forest,15,2015-11-15 11:00:00,2015-11-15 11:00:00,1.0
Isolation Forest,15,2015-11-15 15:00:00,2015-11-15 16:00:00,2.0
Isolation Forest,15,2015-11-16 07:00:00,2015-11-16 07:00:00,1.0
Isolation Forest,15,2015-11-18 03:00:00,2015-11-18 03:00:00,1.0
Isolation Forest,15,2015-12-28 02:00:00,2015-12-28 03:00:00,2.0
Isolation Forest,15,2015-12-28 22:00:00,2015-12-28 23:00:00,2.0
Isolation Forest,15,2015-12-29 03:00:00,2016-01-01 06:00:00,76.0
Isolation Forest,16,2015-10-26 02:00:00,2015-10-26 02:00:00,1.0
Isolation Forest,16,2015-10-26 11:00:00,2015-10-26 11:00:00,1.0
Isolation Forest,16,2015-10-26 13:00:00,2015-10-26 14:00:00,2.0
Isolation Forest,16,2015-10-26 19:00:00,2015-10-26 20:00:00,2.0
Isolation Forest,16,2015-10-27 01:00:00,2015-10-27 01:00:00,1.0
Isolation Forest,16,2015-10-27 03:00:00,2015-10-27 03:00:00,1.0
Isolation Forest,16,2015-10-27 16:00:00,2015-10-27 16:00:00,1.0
Isolation Forest,16,2015-10-28 02:00:00,2015-10-28 03:00:00,2.0
Isolation Forest,16,2015-10-28 06:00:00,2015-10-28 06:00:00,1.0
Isolation Forest,16,2015-10-28 13:00:00,2015-10-28 13:00:00,1.0
Isolation Forest,16,2015-10-28 20:00:00,2015-10-28 20:00:00,1.0
Isolation Forest,16,2015-11-19 12:00:00,2015-11-19 12:00:00,1.0
Isolation Forest,16,2015-11-19 14:00:00,2015-11-19 14:00:00,1.0
Isolation Forest,16,2015-11-20 04:00:00,2015-11-20 04:00:00,1.0
Isolation Forest,16,2015-11-20 08:00:00,2015-11-20 08:00:00,1.0
Isolation Forest,16,2015-11-20 11:00:00,2015-11-20 12:00:00,2.0
Isolation Forest,16,2015-11-20 14:00:00,2015-11-20 18:00:00,5.0
Isolation Forest,16,2015-11-20 20:00:00,2015-11-20 21:00:00,2.0
Isolation Forest,16,2015-11-21 00:00:00,2015-11-21 00:00:00,1.0
Isolation Forest,16,2015-11-21 03:00:00,2015-11-21 04:00:00,2.0
Isolation Forest,16,2015-11-21 11:00:00,2015-11-21 14:00:00,4.0
Isolation Forest,16,2015-11-26 22:00:00,2015-11-28 20:00:00,47.0
Isolation Forest,16,2015-11-28 22:00:00,2015-11-28 23:00:00,2.0
Isolation Forest,16,2015-11-29 01:00:00,2015-11-29 01:00:00,1.0
Isolation Forest,16,2015-11-29 06:00:00,2015-11-29 06:00:00,1.0
Isolation Forest,16,2015-12-10 16:00:00,2015-12-10 16:00:00,1.0
Isolation Forest,16,2015-12-10 18:00:00,2015-12-11 09:00:00,16.0
Isolation Forest,16,2015-12-11 13:00:00,2015-12-11 16:00:00,4.0
Isolation Forest,16,2015-12-11 18:00:00,2015-12-12 02:00:00,9.0
Isolation Forest,16,2015-12-12 04:00:00,2015-12-12 08:00:00,5.0
Isolation Forest,16,2015-12-12 10:00:00,2015-12-12 10:00:00,1.0
Isolation Forest,16,2015-12-12 12:00:00,2015-12-12 19:00:00,8.0
Isolation Forest,16,2015-12-12 21:00:00,2015-12-12 21:00:00,1.0
Isolation Forest,16,2015-12-12 23:00:00,2015-12-12 23:00:00,1.0
Isolation Forest,16,2015-12-13 02:00:00,2015-12-13 05:00:00,4.0
Isolation Forest,16,2015-12-13 18:00:00,2015-12-13 18:00:00,1.0
Isolation Forest,16,2015-12-27 01:00:00,2015-12-27 01:00:00,1.0
Isolation Forest,16,2015-12-27 16:00:00,2015-12-27 16:00:00,1.0
